Equipo,Jornada,Temporada,Cambios_defensa_partido,Cambio_jugador_lesion,Titulares_cambiados_jornada_anterior,Puntos_y,cut1_y,cut2_y
Celta de Vigo,Jornada 10,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Eibar,Jornada 10,Temporada2019,2,1,2,"-0,9408204","0,5158498","1,220123"
Espanyol,Jornada 10,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Getafe,Jornada 10,Temporada2019,0,0,0,0,"-0,4249706","0,2793026"
Girona,Jornada 10,Temporada2019,2,1,1,"-0,9188557","0,4938851","1,1981583"
Huesca,Jornada 10,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Leganés,Jornada 10,Temporada2019,2,0,3,"-0,7254589","0,3004883","1,0047615"
Levante,Jornada 10,Temporada2019,1,1,0,"-0,5671086","0,142138","0,8464112"
Rayo Vallecano,Jornada 10,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Betis,Jornada 10,Temporada2019,1,0,5,"-0,4396059","0,0146353","0,7189085"
Real Madrid,Jornada 10,Temporada2019,2,1,4,"-0,9847498","0,5597792","1,2640524"
Real Sociedad,Jornada 10,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Valladolid,Jornada 10,Temporada2019,1,0,0,"-0,3297824","-0,0951882","0,609085"
Sevilla,Jornada 10,Temporada2019,1,1,0,"-0,5671086","0,142138","0,8464112"
Valencia,Jornada 10,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Villarreal,Jornada 10,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Alavés,Jornada 11,Temporada2019,0,1,4,"-0,325185","-0,0997856","0,6044876"
Athletic Bilbao,Jornada 11,Temporada2019,1,1,2,"-0,611038","0,1860674","0,8903406"
Atlético Madrid,Jornada 11,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Barcelona,Jornada 11,Temporada2019,0,0,0,0,"-0,4249706","0,2793026"
Celta de Vigo,Jornada 11,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Eibar,Jornada 11,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Espanyol,Jornada 11,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Getafe,Jornada 11,Temporada2019,1,0,0,"-0,3297824","-0,0951882","0,609085"
Girona,Jornada 11,Temporada2019,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Huesca,Jornada 11,Temporada2019,0,1,1,"-0,2592909","-0,1656797","0,5385935"
Leganés,Jornada 11,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Levante,Jornada 11,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Rayo Vallecano,Jornada 11,Temporada2019,0,1,1,"-0,2592909","-0,1656797","0,5385935"
Real Betis,Jornada 11,Temporada2019,2,0,4,"-0,7474236","0,322453","1,0267262"
Real Madrid,Jornada 11,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Sociedad,Jornada 11,Temporada2019,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Real Valladolid,Jornada 11,Temporada2019,1,0,0,"-0,3297824","-0,0951882","0,609085"
Sevilla,Jornada 11,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Valencia,Jornada 11,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Villarreal,Jornada 11,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Alavés,Jornada 12,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Athletic Bilbao,Jornada 12,Temporada2019,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Atlético Madrid,Jornada 12,Temporada2019,1,1,4,"-0,6549674","0,2299968","0,93427"
Barcelona,Jornada 12,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Celta de Vigo,Jornada 12,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Eibar,Jornada 12,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Espanyol,Jornada 12,Temporada2019,1,1,2,"-0,611038","0,1860674","0,8903406"
Getafe,Jornada 12,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Girona,Jornada 12,Temporada2019,1,1,1,"-0,5890733","0,1641027","0,8683759"
Huesca,Jornada 12,Temporada2019,2,1,1,"-0,9188557","0,4938851","1,1981583"
Leganés,Jornada 12,Temporada2019,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Levante,Jornada 12,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Rayo Vallecano,Jornada 12,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Betis,Jornada 12,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Madrid,Jornada 12,Temporada2019,2,1,1,"-0,9188557","0,4938851","1,1981583"
Real Sociedad,Jornada 12,Temporada2019,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Real Valladolid,Jornada 12,Temporada2019,1,1,1,"-0,5890733","0,1641027","0,8683759"
Sevilla,Jornada 12,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Valencia,Jornada 12,Temporada2019,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Villarreal,Jornada 12,Temporada2019,1,0,0,"-0,3297824","-0,0951882","0,609085"
Alavés,Jornada 13,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Athletic Bilbao,Jornada 13,Temporada2019,1,1,1,"-0,5890733","0,1641027","0,8683759"
Atlético Madrid,Jornada 13,Temporada2019,0,1,4,"-0,325185","-0,0997856","0,6044876"
Barcelona,Jornada 13,Temporada2019,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Celta de Vigo,Jornada 13,Temporada2019,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Eibar,Jornada 13,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Espanyol,Jornada 13,Temporada2019,0,1,2,"-0,2812556","-0,143715","0,5605582"
Getafe,Jornada 13,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Girona,Jornada 13,Temporada2019,1,1,1,"-0,5890733","0,1641027","0,8683759"
Huesca,Jornada 13,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Leganés,Jornada 13,Temporada2019,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Levante,Jornada 13,Temporada2019,1,0,5,"-0,4396059","0,0146353","0,7189085"
Rayo Vallecano,Jornada 13,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Betis,Jornada 13,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Real Madrid,Jornada 13,Temporada2019,1,1,4,"-0,6549674","0,2299968","0,93427"
Real Sociedad,Jornada 13,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Real Valladolid,Jornada 13,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Sevilla,Jornada 13,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Valencia,Jornada 13,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Villarreal,Jornada 13,Temporada2019,1,1,4,"-0,6549674","0,2299968","0,93427"
Alavés,Jornada 14,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Athletic Bilbao,Jornada 14,Temporada2019,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Atlético Madrid,Jornada 14,Temporada2019,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Barcelona,Jornada 14,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Celta de Vigo,Jornada 14,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Eibar,Jornada 14,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Espanyol,Jornada 14,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Getafe,Jornada 14,Temporada2019,1,1,1,"-0,5890733","0,1641027","0,8683759"
Girona,Jornada 14,Temporada2019,0,1,1,"-0,2592909","-0,1656797","0,5385935"
Huesca,Jornada 14,Temporada2019,0,0,0,0,"-0,4249706","0,2793026"
Leganés,Jornada 14,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Levante,Jornada 14,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Rayo Vallecano,Jornada 14,Temporada2019,0,1,2,"-0,2812556","-0,143715","0,5605582"
Real Betis,Jornada 14,Temporada2019,0,1,2,"-0,2812556","-0,143715","0,5605582"
Real Madrid,Jornada 14,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Real Sociedad,Jornada 14,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Real Valladolid,Jornada 14,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Sevilla,Jornada 14,Temporada2019,2,0,2,"-0,7034942","0,2785236","0,9827968"
Valencia,Jornada 14,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Villarreal,Jornada 14,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Alavés,Jornada 15,Temporada2019,1,0,0,"-0,3297824","-0,0951882","0,609085"
Athletic Bilbao,Jornada 15,Temporada2019,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Atlético Madrid,Jornada 15,Temporada2019,1,1,2,"-0,611038","0,1860674","0,8903406"
Barcelona,Jornada 15,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Celta de Vigo,Jornada 15,Temporada2019,0,1,0,"-0,2373262","-0,1876444","0,5166288"
Eibar,Jornada 15,Temporada2019,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Espanyol,Jornada 15,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Getafe,Jornada 15,Temporada2019,0,1,1,"-0,2592909","-0,1656797","0,5385935"
Girona,Jornada 15,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Huesca,Jornada 15,Temporada2019,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Leganés,Jornada 15,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Levante,Jornada 15,Temporada2019,2,0,0,"-0,6595648","0,2345942","0,9388674"
Rayo Vallecano,Jornada 15,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Betis,Jornada 15,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Madrid,Jornada 15,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Sociedad,Jornada 15,Temporada2019,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Real Valladolid,Jornada 15,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Sevilla,Jornada 15,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Valencia,Jornada 15,Temporada2019,1,1,1,"-0,5890733","0,1641027","0,8683759"
Villarreal,Jornada 15,Temporada2019,1,0,0,"-0,3297824","-0,0951882","0,609085"
Alavés,Jornada 16,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Athletic Bilbao,Jornada 16,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Atlético Madrid,Jornada 16,Temporada2019,1,1,3,"-0,6330027","0,2080321","0,9123053"
Barcelona,Jornada 16,Temporada2019,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Celta de Vigo,Jornada 16,Temporada2019,0,0,0,0,"-0,4249706","0,2793026"
Eibar,Jornada 16,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Espanyol,Jornada 16,Temporada2019,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Getafe,Jornada 16,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Girona,Jornada 16,Temporada2019,0,1,2,"-0,2812556","-0,143715","0,5605582"
Huesca,Jornada 16,Temporada2019,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Leganés,Jornada 16,Temporada2019,0,1,2,"-0,2812556","-0,143715","0,5605582"
Levante,Jornada 16,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Rayo Vallecano,Jornada 16,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Betis,Jornada 16,Temporada2019,1,1,2,"-0,611038","0,1860674","0,8903406"
Real Madrid,Jornada 16,Temporada2019,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Real Sociedad,Jornada 16,Temporada2019,1,1,3,"-0,6330027","0,2080321","0,9123053"
Real Valladolid,Jornada 16,Temporada2019,0,0,0,0,"-0,4249706","0,2793026"
Sevilla,Jornada 16,Temporada2019,2,1,3,"-0,9627851","0,5378145","1,2420877"
Valencia,Jornada 16,Temporada2019,1,1,1,"-0,5890733","0,1641027","0,8683759"
Villarreal,Jornada 16,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Alavés,Jornada 17,Temporada2019,1,1,3,"-0,6330027","0,2080321","0,9123053"
Athletic Bilbao,Jornada 17,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Atlético Madrid,Jornada 17,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Barcelona,Jornada 17,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Celta de Vigo,Jornada 17,Temporada2019,0,1,1,"-0,2592909","-0,1656797","0,5385935"
Eibar,Jornada 17,Temporada2019,1,1,3,"-0,6330027","0,2080321","0,9123053"
Espanyol,Jornada 17,Temporada2019,2,0,3,"-0,7254589","0,3004883","1,0047615"
Getafe,Jornada 17,Temporada2019,1,1,2,"-0,611038","0,1860674","0,8903406"
Girona,Jornada 17,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Huesca,Jornada 17,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Leganés,Jornada 17,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Levante,Jornada 17,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Rayo Vallecano,Jornada 17,Temporada2019,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Real Betis,Jornada 17,Temporada2019,2,1,2,"-0,9408204","0,5158498","1,220123"
Real Madrid,Jornada 17,Temporada2019,0,1,2,"-0,2812556","-0,143715","0,5605582"
Real Sociedad,Jornada 17,Temporada2019,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Real Valladolid,Jornada 17,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Sevilla,Jornada 17,Temporada2019,2,0,3,"-0,7254589","0,3004883","1,0047615"
Valencia,Jornada 17,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Villarreal,Jornada 17,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Alavés,Jornada 18,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Athletic Bilbao,Jornada 18,Temporada2019,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Atlético Madrid,Jornada 18,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Barcelona,Jornada 18,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Celta de Vigo,Jornada 18,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Eibar,Jornada 18,Temporada2019,1,1,2,"-0,611038","0,1860674","0,8903406"
Espanyol,Jornada 18,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Getafe,Jornada 18,Temporada2019,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Girona,Jornada 18,Temporada2019,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Huesca,Jornada 18,Temporada2019,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Leganés,Jornada 18,Temporada2019,2,0,1,"-0,6815295","0,2565589","0,9608321"
Levante,Jornada 18,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Rayo Vallecano,Jornada 18,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Betis,Jornada 18,Temporada2019,2,0,3,"-0,7254589","0,3004883","1,0047615"
Real Madrid,Jornada 18,Temporada2019,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Real Sociedad,Jornada 18,Temporada2019,2,1,3,"-0,9627851","0,5378145","1,2420877"
Real Valladolid,Jornada 18,Temporada2019,1,1,1,"-0,5890733","0,1641027","0,8683759"
Sevilla,Jornada 18,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Valencia,Jornada 18,Temporada2019,2,0,2,"-0,7034942","0,2785236","0,9827968"
Villarreal,Jornada 18,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Alavés,Jornada 19,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Athletic Bilbao,Jornada 19,Temporada2019,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Atlético Madrid,Jornada 19,Temporada2019,1,1,2,"-0,611038","0,1860674","0,8903406"
Barcelona,Jornada 19,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Celta de Vigo,Jornada 19,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Eibar,Jornada 19,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Espanyol,Jornada 19,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Getafe,Jornada 19,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Girona,Jornada 19,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Huesca,Jornada 19,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Leganés,Jornada 19,Temporada2019,0,1,1,"-0,2592909","-0,1656797","0,5385935"
Levante,Jornada 19,Temporada2019,1,1,1,"-0,5890733","0,1641027","0,8683759"
Rayo Vallecano,Jornada 19,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Betis,Jornada 19,Temporada2019,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Real Madrid,Jornada 19,Temporada2019,1,1,4,"-0,6549674","0,2299968","0,93427"
Real Sociedad,Jornada 19,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Valladolid,Jornada 19,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Sevilla,Jornada 19,Temporada2019,2,0,1,"-0,6815295","0,2565589","0,9608321"
Valencia,Jornada 19,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Villarreal,Jornada 19,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Alavés,Jornada 20,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Athletic Bilbao,Jornada 20,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Atlético Madrid,Jornada 20,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Barcelona,Jornada 20,Temporada2019,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Celta de Vigo,Jornada 20,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Eibar,Jornada 20,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Espanyol,Jornada 20,Temporada2019,1,1,4,"-0,6549674","0,2299968","0,93427"
Getafe,Jornada 20,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Girona,Jornada 20,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Huesca,Jornada 20,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Leganés,Jornada 20,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Levante,Jornada 20,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Rayo Vallecano,Jornada 20,Temporada2019,0,0,0,0,"-0,4249706","0,2793026"
Real Betis,Jornada 20,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Madrid,Jornada 20,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Sociedad,Jornada 20,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Valladolid,Jornada 20,Temporada2019,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Sevilla,Jornada 20,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Valencia,Jornada 20,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Villarreal,Jornada 20,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Alavés,Jornada 21,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Athletic Bilbao,Jornada 21,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Atlético Madrid,Jornada 21,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Barcelona,Jornada 21,Temporada2019,1,0,5,"-0,4396059","0,0146353","0,7189085"
Celta de Vigo,Jornada 21,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Eibar,Jornada 21,Temporada2019,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Espanyol,Jornada 21,Temporada2019,1,0,5,"-0,4396059","0,0146353","0,7189085"
Getafe,Jornada 21,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Girona,Jornada 21,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Huesca,Jornada 21,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Leganés,Jornada 21,Temporada2019,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Levante,Jornada 21,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Rayo Vallecano,Jornada 21,Temporada2019,0,0,0,0,"-0,4249706","0,2793026"
Real Betis,Jornada 21,Temporada2019,1,0,5,"-0,4396059","0,0146353","0,7189085"
Real Madrid,Jornada 21,Temporada2019,1,1,1,"-0,5890733","0,1641027","0,8683759"
Real Sociedad,Jornada 21,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Real Valladolid,Jornada 21,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Sevilla,Jornada 21,Temporada2019,1,1,4,"-0,6549674","0,2299968","0,93427"
Valencia,Jornada 21,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Villarreal,Jornada 21,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Alavés,Jornada 22,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Athletic Bilbao,Jornada 22,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Atlético Madrid,Jornada 22,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Barcelona,Jornada 22,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Celta de Vigo,Jornada 22,Temporada2019,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Eibar,Jornada 22,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Espanyol,Jornada 22,Temporada2019,1,0,5,"-0,4396059","0,0146353","0,7189085"
Getafe,Jornada 22,Temporada2019,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Girona,Jornada 22,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Huesca,Jornada 22,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Leganés,Jornada 22,Temporada2019,0,0,0,0,"-0,4249706","0,2793026"
Levante,Jornada 22,Temporada2019,0,1,5,"-0,3471497","-0,0778209","0,6264523"
Rayo Vallecano,Jornada 22,Temporada2019,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Real Betis,Jornada 22,Temporada2019,2,1,5,"-1,0067145","0,5817439","1,2860171"
Real Madrid,Jornada 22,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Real Sociedad,Jornada 22,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Valladolid,Jornada 22,Temporada2019,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Sevilla,Jornada 22,Temporada2019,1,1,4,"-0,6549674","0,2299968","0,93427"
Valencia,Jornada 22,Temporada2019,0,1,4,"-0,325185","-0,0997856","0,6044876"
Villarreal,Jornada 22,Temporada2019,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Alavés,Jornada 23,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Athletic Bilbao,Jornada 23,Temporada2019,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Atlético Madrid,Jornada 23,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Barcelona,Jornada 23,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Celta de Vigo,Jornada 23,Temporada2019,2,1,2,"-0,9408204","0,5158498","1,220123"
Eibar,Jornada 23,Temporada2019,1,1,1,"-0,5890733","0,1641027","0,8683759"
Espanyol,Jornada 23,Temporada2019,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Getafe,Jornada 23,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Girona,Jornada 23,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Huesca,Jornada 23,Temporada2019,1,1,2,"-0,611038","0,1860674","0,8903406"
Leganés,Jornada 23,Temporada2019,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Levante,Jornada 23,Temporada2019,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Rayo Vallecano,Jornada 23,Temporada2019,0,1,2,"-0,2812556","-0,143715","0,5605582"
Real Betis,Jornada 23,Temporada2019,1,0,5,"-0,4396059","0,0146353","0,7189085"
Real Madrid,Jornada 23,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Real Sociedad,Jornada 23,Temporada2019,1,1,1,"-0,5890733","0,1641027","0,8683759"
Real Valladolid,Jornada 23,Temporada2019,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Sevilla,Jornada 23,Temporada2019,2,0,4,"-0,7474236","0,322453","1,0267262"
Valencia,Jornada 23,Temporada2019,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Villarreal,Jornada 23,Temporada2019,1,0,0,"-0,3297824","-0,0951882","0,609085"
Alavés,Jornada 24,Temporada2019,1,0,0,"-0,3297824","-0,0951882","0,609085"
Athletic Bilbao,Jornada 24,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Atlético Madrid,Jornada 24,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Barcelona,Jornada 24,Temporada2019,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Celta de Vigo,Jornada 24,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Eibar,Jornada 24,Temporada2019,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Espanyol,Jornada 24,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
