Equipo,Jornada,Temporada,Cambios_defensa_partido,Cambio_lesion_partido,Titulares_cambio_jornadapasada,y_lambda,exp_lambda
Real Madrid,Jornada 11,Temporada2020,0,0,3,"0,263813","1,3"
Real Madrid,Jornada 12,Temporada2020,0,0,2,"0,280908","1,3"
Real Madrid,Jornada 13,Temporada2020,0,0,2,"0,280908","1,3"
Real Madrid,Jornada 14,Temporada2020,0,0,1,"0,298003","1,3"
Real Madrid,Jornada 15,Temporada2020,0,0,6,"0,212528","1,2"
Real Madrid,Jornada 16,Temporada2020,0,0,6,"0,212528","1,2"
Real Madrid,Jornada 17,Temporada2020,0,0,3,"0,263813","1,3"
Real Madrid,Jornada 18,Temporada2020,1,1,3,"0,286734","1,3"
Real Madrid,Jornada 19,Temporada2020,0,0,4,"0,246718","1,3"
Real Madrid,Jornada 20,Temporada2020,1,0,4,"0,162614","1,2"
Real Madrid,Jornada 21,Temporada2020,0,0,5,"0,229623","1,3"
Real Madrid,Jornada 22,Temporada2020,0,0,2,"0,280908","1,3"
Real Madrid,Jornada 23,Temporada2020,0,0,1,"0,298003","1,3"
Real Madrid,Jornada 24,Temporada2020,0,0,3,"0,263813","1,3"
Real Madrid,Jornada 25,Temporada2020,0,1,2,"0,387934","1,5"
Real Madrid,Jornada 26,Temporada2020,0,0,2,"0,280908","1,3"
Real Madrid,Jornada 27,Temporada2020,1,0,3,"0,179709","1,2"
Real Mallorca,Jornada 1,Temporada2020,1,0,0,"0,230994","1,3"
Real Mallorca,Jornada 2,Temporada2020,0,0,0,"0,315098","1,4"
Real Mallorca,Jornada 3,Temporada2020,0,0,0,"0,315098","1,4"
Real Mallorca,Jornada 4,Temporada2020,0,0,1,"0,298003","1,3"
Real Mallorca,Jornada 5,Temporada2020,1,1,1,"0,320924","1,4"
Real Mallorca,Jornada 6,Temporada2020,0,0,2,"0,280908","1,3"
Real Mallorca,Jornada 7,Temporada2020,0,0,2,"0,280908","1,3"
Real Mallorca,Jornada 8,Temporada2020,1,0,2,"0,196804","1,2"
Real Mallorca,Jornada 9,Temporada2020,1,1,0,"0,338019","1,4"
Real Mallorca,Jornada 10,Temporada2020,0,0,0,"0,315098","1,4"
Real Mallorca,Jornada 11,Temporada2020,0,0,1,"0,298003","1,3"
Real Mallorca,Jornada 12,Temporada2020,0,0,4,"0,246718","1,3"
Real Mallorca,Jornada 13,Temporada2020,1,0,3,"0,179709","1,2"
Real Mallorca,Jornada 14,Temporada2020,0,0,2,"0,280908","1,3"
Real Mallorca,Jornada 15,Temporada2020,0,0,1,"0,298003","1,3"
Real Mallorca,Jornada 16,Temporada2020,0,0,1,"0,298003","1,3"
Real Mallorca,Jornada 17,Temporada2020,0,0,1,"0,298003","1,3"
Real Mallorca,Jornada 18,Temporada2020,0,0,2,"0,280908","1,3"
Real Mallorca,Jornada 19,Temporada2020,1,0,3,"0,179709","1,2"
Real Mallorca,Jornada 20,Temporada2020,0,0,3,"0,263813","1,3"
Real Mallorca,Jornada 21,Temporada2020,0,0,1,"0,298003","1,3"
Real Mallorca,Jornada 22,Temporada2020,2,1,2,"0,219725","1,2"
Real Mallorca,Jornada 23,Temporada2020,0,0,2,"0,280908","1,3"
Real Mallorca,Jornada 24,Temporada2020,1,1,1,"0,320924","1,4"
Real Mallorca,Jornada 25,Temporada2020,1,1,2,"0,303829","1,4"
Real Mallorca,Jornada 26,Temporada2020,0,0,2,"0,280908","1,3"
Real Mallorca,Jornada 27,Temporada2020,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 1,Temporada2017,1,0,0,"0,230994","1,3"
Real Sociedad,Jornada 2,Temporada2017,1,0,2,"0,196804","1,2"
Real Sociedad,Jornada 3,Temporada2017,0,0,1,"0,298003","1,3"
Real Sociedad,Jornada 4,Temporada2017,1,0,1,"0,213899","1,2"
Real Sociedad,Jornada 5,Temporada2017,1,0,3,"0,179709","1,2"
Real Sociedad,Jornada 6,Temporada2017,0,0,4,"0,246718","1,3"
Real Sociedad,Jornada 7,Temporada2017,1,0,3,"0,179709","1,2"
Real Sociedad,Jornada 8,Temporada2017,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 9,Temporada2017,0,0,0,"0,315098","1,4"
Real Sociedad,Jornada 10,Temporada2017,0,0,0,"0,315098","1,4"
Real Sociedad,Jornada 11,Temporada2017,0,0,1,"0,298003","1,3"
Real Sociedad,Jornada 12,Temporada2017,0,0,1,"0,298003","1,3"
Real Sociedad,Jornada 13,Temporada2017,0,0,0,"0,315098","1,4"
Real Sociedad,Jornada 14,Temporada2017,0,0,1,"0,298003","1,3"
Real Sociedad,Jornada 15,Temporada2017,0,1,1,"0,405029","1,5"
Real Sociedad,Jornada 16,Temporada2017,1,1,2,"0,303829","1,4"
Real Sociedad,Jornada 17,Temporada2017,1,0,3,"0,179709","1,2"
Real Sociedad,Jornada 18,Temporada2017,2,0,4,"0,078509","1,1"
Real Sociedad,Jornada 19,Temporada2017,0,0,4,"0,246718","1,3"
Real Sociedad,Jornada 20,Temporada2017,0,0,3,"0,263813","1,3"
Real Sociedad,Jornada 21,Temporada2017,0,0,6,"0,212528","1,2"
Real Sociedad,Jornada 22,Temporada2017,0,1,2,"0,387934","1,5"
Real Sociedad,Jornada 23,Temporada2017,0,0,1,"0,298003","1,3"
Real Sociedad,Jornada 24,Temporada2017,0,0,0,"0,315098","1,4"
Real Sociedad,Jornada 25,Temporada2017,0,0,0,"0,315098","1,4"
Real Sociedad,Jornada 26,Temporada2017,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 27,Temporada2017,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 28,Temporada2017,0,0,4,"0,246718","1,3"
Real Sociedad,Jornada 29,Temporada2017,0,0,6,"0,212528","1,2"
Real Sociedad,Jornada 30,Temporada2017,1,1,2,"0,303829","1,4"
Real Sociedad,Jornada 31,Temporada2017,1,0,4,"0,162614","1,2"
Real Sociedad,Jornada 32,Temporada2017,0,0,1,"0,298003","1,3"
Real Sociedad,Jornada 33,Temporada2017,0,0,0,"0,315098","1,4"
Real Sociedad,Jornada 34,Temporada2017,1,0,3,"0,179709","1,2"
Real Sociedad,Jornada 35,Temporada2017,0,0,5,"0,229623","1,3"
Real Sociedad,Jornada 36,Temporada2017,0,0,3,"0,263813","1,3"
Real Sociedad,Jornada 37,Temporada2017,1,0,2,"0,196804","1,2"
Real Sociedad,Jornada 38,Temporada2017,0,0,3,"0,263813","1,3"
Real Sociedad,Jornada 1,Temporada2018,0,0,0,"0,315098","1,4"
Real Sociedad,Jornada 2,Temporada2018,1,1,1,"0,320924","1,4"
Real Sociedad,Jornada 3,Temporada2018,0,1,2,"0,387934","1,5"
Real Sociedad,Jornada 4,Temporada2018,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 5,Temporada2018,2,0,5,"0,061414","1,1"
Real Sociedad,Jornada 6,Temporada2018,0,0,4,"0,246718","1,3"
Real Sociedad,Jornada 7,Temporada2018,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 8,Temporada2018,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 9,Temporada2018,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 10,Temporada2018,1,0,3,"0,179709","1,2"
Real Sociedad,Jornada 11,Temporada2018,0,0,3,"0,263813","1,3"
Real Sociedad,Jornada 12,Temporada2018,0,0,0,"0,315098","1,4"
Real Sociedad,Jornada 13,Temporada2018,0,0,0,"0,315098","1,4"
Real Sociedad,Jornada 14,Temporada2018,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 15,Temporada2018,0,0,3,"0,263813","1,3"
Real Sociedad,Jornada 16,Temporada2018,0,0,0,"0,315098","1,4"
Real Sociedad,Jornada 17,Temporada2018,0,1,2,"0,387934","1,5"
Real Sociedad,Jornada 18,Temporada2018,1,0,1,"0,213899","1,2"
Real Sociedad,Jornada 19,Temporada2018,0,1,2,"0,387934","1,5"
Real Sociedad,Jornada 20,Temporada2018,0,0,1,"0,298003","1,3"
Real Sociedad,Jornada 21,Temporada2018,0,0,4,"0,246718","1,3"
Real Sociedad,Jornada 22,Temporada2018,0,0,4,"0,246718","1,3"
Real Sociedad,Jornada 23,Temporada2018,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 24,Temporada2018,1,1,1,"0,320924","1,4"
Real Sociedad,Jornada 25,Temporada2018,0,0,4,"0,246718","1,3"
Real Sociedad,Jornada 26,Temporada2018,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 27,Temporada2018,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 28,Temporada2018,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 29,Temporada2018,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 30,Temporada2018,0,0,3,"0,263813","1,3"
Real Sociedad,Jornada 31,Temporada2018,0,1,6,"0,319554","1,4"
Real Sociedad,Jornada 32,Temporada2018,0,0,4,"0,246718","1,3"
Real Sociedad,Jornada 33,Temporada2018,0,0,4,"0,246718","1,3"
Real Sociedad,Jornada 34,Temporada2018,0,0,7,"0,195433","1,2"
Real Sociedad,Jornada 35,Temporada2018,1,0,7,"0,111329","1,1"
Real Sociedad,Jornada 36,Temporada2018,1,0,1,"0,213899","1,2"
Real Sociedad,Jornada 37,Temporada2018,1,0,5,"0,145519","1,2"
Real Sociedad,Jornada 38,Temporada2018,1,0,6,"0,128424","1,1"
Real Sociedad,Jornada 1,Temporada2019,0,0,0,"0,315098","1,4"
Real Sociedad,Jornada 2,Temporada2019,1,1,2,"0,303829","1,4"
Real Sociedad,Jornada 3,Temporada2019,0,1,2,"0,387934","1,5"
Real Sociedad,Jornada 4,Temporada2019,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 5,Temporada2019,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 6,Temporada2019,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 7,Temporada2019,1,1,5,"0,252544","1,3"
Real Sociedad,Jornada 8,Temporada2019,0,0,4,"0,246718","1,3"
Real Sociedad,Jornada 9,Temporada2019,0,0,1,"0,298003","1,3"
Real Sociedad,Jornada 10,Temporada2019,0,0,3,"0,263813","1,3"
Real Sociedad,Jornada 11,Temporada2019,0,0,6,"0,212528","1,2"
Real Sociedad,Jornada 12,Temporada2019,1,0,1,"0,213899","1,2"
Real Sociedad,Jornada 13,Temporada2019,1,0,3,"0,179709","1,2"
Real Sociedad,Jornada 14,Temporada2019,0,0,4,"0,246718","1,3"
Real Sociedad,Jornada 15,Temporada2019,1,0,4,"0,162614","1,2"
Real Sociedad,Jornada 16,Temporada2019,1,1,3,"0,286734","1,3"
Real Sociedad,Jornada 17,Temporada2019,1,0,4,"0,162614","1,2"
Real Sociedad,Jornada 18,Temporada2019,2,1,3,"0,20263","1,2"
Real Sociedad,Jornada 19,Temporada2019,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 20,Temporada2019,0,0,3,"0,263813","1,3"
Real Sociedad,Jornada 21,Temporada2019,0,0,4,"0,246718","1,3"
Real Sociedad,Jornada 22,Temporada2019,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 23,Temporada2019,1,1,1,"0,320924","1,4"
Real Sociedad,Jornada 24,Temporada2019,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 25,Temporada2019,0,0,4,"0,246718","1,3"
Real Sociedad,Jornada 26,Temporada2019,0,1,2,"0,387934","1,5"
Real Sociedad,Jornada 27,Temporada2019,1,1,3,"0,286734","1,3"
Real Sociedad,Jornada 28,Temporada2019,0,0,4,"0,246718","1,3"
Real Sociedad,Jornada 29,Temporada2019,0,0,3,"0,263813","1,3"
Real Sociedad,Jornada 30,Temporada2019,1,1,5,"0,252544","1,3"
Real Sociedad,Jornada 31,Temporada2019,0,0,4,"0,246718","1,3"
Real Sociedad,Jornada 32,Temporada2019,0,0,5,"0,229623","1,3"
Real Sociedad,Jornada 33,Temporada2019,1,1,2,"0,303829","1,4"
Real Sociedad,Jornada 34,Temporada2019,2,1,2,"0,219725","1,2"
Real Sociedad,Jornada 35,Temporada2019,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 36,Temporada2019,1,0,0,"0,230994","1,3"
Real Sociedad,Jornada 37,Temporada2019,1,0,2,"0,196804","1,2"
Real Sociedad,Jornada 38,Temporada2019,1,0,1,"0,213899","1,2"
Real Sociedad,Jornada 1,Temporada2020,2,0,0,"0,146889","1,2"
Real Sociedad,Jornada 2,Temporada2020,0,0,0,"0,315098","1,4"
Real Sociedad,Jornada 3,Temporada2020,0,1,1,"0,405029","1,5"
Real Sociedad,Jornada 4,Temporada2020,0,0,4,"0,246718","1,3"
Real Sociedad,Jornada 5,Temporada2020,1,0,1,"0,213899","1,2"
Real Sociedad,Jornada 6,Temporada2020,0,0,11,"0,127053","1,1"
Real Sociedad,Jornada 7,Temporada2020,1,0,0,"0,230994","1,3"
Real Sociedad,Jornada 8,Temporada2020,0,0,3,"0,263813","1,3"
Real Sociedad,Jornada 9,Temporada2020,0,0,3,"0,263813","1,3"
Real Sociedad,Jornada 10,Temporada2020,0,0,1,"0,298003","1,3"
Real Sociedad,Jornada 11,Temporada2020,2,0,3,"0,095604","1,1"
Real Sociedad,Jornada 12,Temporada2020,0,0,3,"0,263813","1,3"
Real Sociedad,Jornada 13,Temporada2020,1,1,1,"0,320924","1,4"
Real Sociedad,Jornada 14,Temporada2020,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 15,Temporada2020,1,1,0,"0,338019","1,4"
Real Sociedad,Jornada 16,Temporada2020,0,0,3,"0,263813","1,3"
Real Sociedad,Jornada 17,Temporada2020,0,0,3,"0,263813","1,3"
Real Sociedad,Jornada 18,Temporada2020,1,0,1,"0,213899","1,2"
Real Sociedad,Jornada 19,Temporada2020,0,0,0,"0,315098","1,4"
Real Sociedad,Jornada 20,Temporada2020,1,0,3,"0,179709","1,2"
Real Sociedad,Jornada 21,Temporada2020,0,0,1,"0,298003","1,3"
Real Sociedad,Jornada 22,Temporada2020,0,0,5,"0,229623","1,3"
Real Sociedad,Jornada 23,Temporada2020,0,0,4,"0,246718","1,3"
Real Sociedad,Jornada 24,Temporada2020,0,0,2,"0,280908","1,3"
Real Sociedad,Jornada 25,Temporada2020,0,0,3,"0,263813","1,3"
Real Sociedad,Jornada 26,Temporada2020,0,0,0,"0,315098","1,4"
Real Sociedad,Jornada 27,Temporada2020,1,0,5,"0,145519","1,2"
Real Sporting,Jornada 1,Temporada2017,0,0,0,"0,315098","1,4"
Real Sporting,Jornada 2,Temporada2017,1,1,0,"0,338019","1,4"
Real Sporting,Jornada 3,Temporada2017,0,0,1,"0,298003","1,3"
Real Sporting,Jornada 4,Temporada2017,1,0,2,"0,196804","1,2"
Real Sporting,Jornada 5,Temporada2017,1,0,5,"0,145519","1,2"
Real Sporting,Jornada 6,Temporada2017,0,0,4,"0,246718","1,3"
Real Sporting,Jornada 7,Temporada2017,0,1,3,"0,370839","1,4"
Real Sporting,Jornada 8,Temporada2017,0,0,3,"0,263813","1,3"
Real Sporting,Jornada 9,Temporada2017,0,0,3,"0,263813","1,3"
Real Sporting,Jornada 10,Temporada2017,1,0,5,"0,145519","1,2"
Real Sporting,Jornada 11,Temporada2017,1,1,0,"0,338019","1,4"
Real Sporting,Jornada 12,Temporada2017,0,0,2,"0,280908","1,3"
Real Sporting,Jornada 13,Temporada2017,0,0,5,"0,229623","1,3"
Real Sporting,Jornada 14,Temporada2017,0,0,1,"0,298003","1,3"
Real Sporting,Jornada 15,Temporada2017,1,0,1,"0,213899","1,2"
Real Sporting,Jornada 16,Temporada2017,2,0,0,"0,146889","1,2"
Real Sporting,Jornada 17,Temporada2017,1,0,4,"0,162614","1,2"
Real Sporting,Jornada 18,Temporada2017,1,1,6,"0,235449","1,3"
Real Sporting,Jornada 19,Temporada2017,0,0,5,"0,229623","1,3"
Real Sporting,Jornada 20,Temporada2017,2,1,1,"0,23682","1,3"
Real Sporting,Jornada 21,Temporada2017,1,0,4,"0,162614","1,2"
Real Sporting,Jornada 22,Temporada2017,1,0,3,"0,179709","1,2"
Real Sporting,Jornada 23,Temporada2017,0,0,2,"0,280908","1,3"
Real Sporting,Jornada 24,Temporada2017,0,0,1,"0,298003","1,3"
Real Sporting,Jornada 25,Temporada2017,1,0,7,"0,111329","1,1"
Real Sporting,Jornada 26,Temporada2017,1,1,7,"0,218354","1,2"
Real Sporting,Jornada 27,Temporada2017,0,0,3,"0,263813","1,3"
Real Sporting,Jornada 28,Temporada2017,0,0,3,"0,263813","1,3"
Real Sporting,Jornada 29,Temporada2017,1,1,4,"0,269639","1,3"
Real Sporting,Jornada 30,Temporada2017,0,0,4,"0,246718","1,3"
Real Sporting,Jornada 31,Temporada2017,0,0,6,"0,212528","1,2"
Real Sporting,Jornada 32,Temporada2017,0,0,5,"0,229623","1,3"
Real Sporting,Jornada 33,Temporada2017,0,0,3,"0,263813","1,3"
Real Sporting,Jornada 34,Temporada2017,1,0,2,"0,196804","1,2"
Real Sporting,Jornada 35,Temporada2017,1,0,5,"0,145519","1,2"
Real Sporting,Jornada 36,Temporada2017,0,0,4,"0,246718","1,3"
Real Sporting,Jornada 37,Temporada2017,0,0,1,"0,298003","1,3"
Real Sporting,Jornada 38,Temporada2017,0,0,2,"0,280908","1,3"
Real Valladolid,Jornada 1,Temporada2019,0,0,0,"0,315098","1,4"
Real Valladolid,Jornada 2,Temporada2019,0,0,2,"0,280908","1,3"
Real Valladolid,Jornada 3,Temporada2019,0,0,1,"0,298003","1,3"
Real Valladolid,Jornada 4,Temporada2019,0,0,1,"0,298003","1,3"
Real Valladolid,Jornada 5,Temporada2019,1,0,3,"0,179709","1,2"
Real Valladolid,Jornada 6,Temporada2019,1,1,2,"0,303829","1,4"
Real Valladolid,Jornada 7,Temporada2019,0,0,2,"0,280908","1,3"
Real Valladolid,Jornada 8,Temporada2019,0,1,1,"0,405029","1,5"
Real Valladolid,Jornada 9,Temporada2019,1,1,1,"0,320924","1,4"
Real Valladolid,Jornada 10,Temporada2019,1,0,0,"0,230994","1,3"
Real Valladolid,Jornada 11,Temporada2019,1,0,0,"0,230994","1,3"
Real Valladolid,Jornada 12,Temporada2019,1,1,1,"0,320924","1,4"
Real Valladolid,Jornada 13,Temporada2019,0,0,4,"0,246718","1,3"
Real Valladolid,Jornada 14,Temporada2019,1,0,3,"0,179709","1,2"
Real Valladolid,Jornada 15,Temporada2019,0,0,1,"0,298003","1,3"
Real Valladolid,Jornada 16,Temporada2019,0,0,0,"0,315098","1,4"
Real Valladolid,Jornada 17,Temporada2019,1,0,2,"0,196804","1,2"
Real Valladolid,Jornada 18,Temporada2019,1,1,1,"0,320924","1,4"
Real Valladolid,Jornada 19,Temporada2019,0,0,1,"0,298003","1,3"
Real Valladolid,Jornada 20,Temporada2019,1,0,4,"0,162614","1,2"
Real Valladolid,Jornada 21,Temporada2019,0,0,4,"0,246718","1,3"
Real Valladolid,Jornada 22,Temporada2019,1,0,1,"0,213899","1,2"
Real Valladolid,Jornada 23,Temporada2019,1,0,4,"0,162614","1,2"
Real Valladolid,Jornada 24,Temporada2019,0,1,5,"0,336649","1,4"
Real Valladolid,Jornada 25,Temporada2019,0,0,4,"0,246718","1,3"
Real Valladolid,Jornada 26,Temporada2019,1,1,4,"0,269639","1,3"
Real Valladolid,Jornada 27,Temporada2019,0,0,3,"0,263813","1,3"
Real Valladolid,Jornada 28,Temporada2019,1,0,2,"0,196804","1,2"
Real Valladolid,Jornada 29,Temporada2019,0,0,1,"0,298003","1,3"
Real Valladolid,Jornada 30,Temporada2019,1,1,4,"0,269639","1,3"
Real Valladolid,Jornada 31,Temporada2019,0,0,4,"0,246718","1,3"
Real Valladolid,Jornada 32,Temporada2019,0,1,3,"0,370839","1,4"
Real Valladolid,Jornada 33,Temporada2019,0,1,3,"0,370839","1,4"
Real Valladolid,Jornada 34,Temporada2019,1,1,5,"0,252544","1,3"
Real Valladolid,Jornada 35,Temporada2019,1,0,1,"0,213899","1,2"
Real Valladolid,Jornada 36,Temporada2019,0,0,1,"0,298003","1,3"
Real Valladolid,Jornada 37,Temporada2019,0,0,0,"0,315098","1,4"
Real Valladolid,Jornada 38,Temporada2019,0,0,9,"0,161243","1,2"
Real Valladolid,Jornada 1,Temporada2020,1,1,0,"0,338019","1,4"
Real Valladolid,Jornada 2,Temporada2020,2,1,3,"0,20263","1,2"
Real Valladolid,Jornada 3,Temporada2020,1,0,1,"0,213899","1,2"
Real Valladolid,Jornada 4,Temporada2020,0,0,0,"0,315098","1,4"
Real Valladolid,Jornada 5,Temporada2020,0,0,4,"0,246718","1,3"
Real Valladolid,Jornada 6,Temporada2020,0,0,4,"0,246718","1,3"
Real Valladolid,Jornada 7,Temporada2020,1,0,1,"0,213899","1,2"
Real Valladolid,Jornada 8,Temporada2020,0,0,1,"0,298003","1,3"
Real Valladolid,Jornada 9,Temporada2020,1,0,1,"0,213899","1,2"
Real Valladolid,Jornada 10,Temporada2020,0,0,0,"0,315098","1,4"
Real Valladolid,Jornada 11,Temporada2020,1,1,4,"0,269639","1,3"
Real Valladolid,Jornada 12,Temporada2020,1,0,4,"0,162614","1,2"
Real Valladolid,Jornada 13,Temporada2020,1,0,1,"0,213899","1,2"
Real Valladolid,Jornada 14,Temporada2020,1,0,4,"0,162614","1,2"
Real Valladolid,Jornada 15,Temporada2020,0,0,1,"0,298003","1,3"
Real Valladolid,Jornada 16,Temporada2020,1,1,2,"0,303829","1,4"
Real Valladolid,Jornada 17,Temporada2020,0,0,5,"0,229623","1,3"
Real Valladolid,Jornada 18,Temporada2020,0,0,6,"0,212528","1,2"
Real Valladolid,Jornada 19,Temporada2020,2,0,3,"0,095604","1,1"
Real Valladolid,Jornada 20,Temporada2020,0,0,3,"0,263813","1,3"
Real Valladolid,Jornada 21,Temporada2020,0,0,0,"0,315098","1,4"
Real Valladolid,Jornada 22,Temporada2020,0,0,3,"0,263813","1,3"
Real Valladolid,Jornada 23,Temporada2020,0,0,1,"0,298003","1,3"
Real Valladolid,Jornada 24,Temporada2020,0,0,2,"0,280908","1,3"
Real Valladolid,Jornada 25,Temporada2020,0,0,1,"0,298003","1,3"
Real Valladolid,Jornada 26,Temporada2020,1,0,3,"0,179709","1,2"
Real Valladolid,Jornada 27,Temporada2020,0,0,4,"0,246718","1,3"
Sevilla,Jornada 1,Temporada2017,1,0,0,"0,230994","1,3"
Sevilla,Jornada 2,Temporada2017,1,0,2,"0,196804","1,2"
Sevilla,Jornada 3,Temporada2017,0,0,5,"0,229623","1,3"
Sevilla,Jornada 4,Temporada2017,2,1,7,"0,13425","1,1"
Sevilla,Jornada 5,Temporada2017,0,0,9,"0,161243","1,2"
Sevilla,Jornada 6,Temporada2017,1,1,6,"0,235449","1,3"
Sevilla,Jornada 7,Temporada2017,0,1,7,"0,302459","1,4"
Sevilla,Jornada 8,Temporada2017,0,0,1,"0,298003","1,3"
Sevilla,Jornada 9,Temporada2017,0,0,2,"0,280908","1,3"
Sevilla,Jornada 10,Temporada2017,0,1,2,"0,387934","1,5"
Sevilla,Jornada 11,Temporada2017,0,0,11,"0,127053","1,1"
Sevilla,Jornada 12,Temporada2017,1,0,0,"0,230994","1,3"
Sevilla,Jornada 13,Temporada2017,1,0,3,"0,179709","1,2"
Sevilla,Jornada 14,Temporada2017,1,0,2,"0,196804","1,2"
Sevilla,Jornada 15,Temporada2017,1,0,3,"0,179709","1,2"
Sevilla,Jornada 16,Temporada2017,2,0,2,"0,112699","1,1"
Sevilla,Jornada 17,Temporada2017,0,0,3,"0,263813","1,3"
Sevilla,Jornada 18,Temporada2017,0,0,1,"0,298003","1,3"
Sevilla,Jornada 19,Temporada2017,1,0,2,"0,196804","1,2"
Sevilla,Jornada 20,Temporada2017,0,0,2,"0,280908","1,3"
Sevilla,Jornada 21,Temporada2017,1,0,3,"0,179709","1,2"
Sevilla,Jornada 22,Temporada2017,0,0,2,"0,280908","1,3"
Sevilla,Jornada 23,Temporada2017,1,0,3,"0,179709","1,2"
Sevilla,Jornada 24,Temporada2017,0,0,2,"0,280908","1,3"
Sevilla,Jornada 25,Temporada2017,0,0,5,"0,229623","1,3"
Sevilla,Jornada 26,Temporada2017,1,0,6,"0,128424","1,1"
Sevilla,Jornada 27,Temporada2017,1,0,7,"0,111329","1,1"
Sevilla,Jornada 28,Temporada2017,1,0,6,"0,128424","1,1"
Sevilla,Jornada 29,Temporada2017,0,0,3,"0,263813","1,3"
Sevilla,Jornada 30,Temporada2017,0,0,11,"0,127053","1,1"
Sevilla,Jornada 31,Temporada2017,0,0,0,"0,315098","1,4"
Sevilla,Jornada 32,Temporada2017,0,1,3,"0,370839","1,4"
Sevilla,Jornada 33,Temporada2017,1,0,2,"0,196804","1,2"
Sevilla,Jornada 34,Temporada2017,0,0,0,"0,315098","1,4"
Sevilla,Jornada 35,Temporada2017,1,0,4,"0,162614","1,2"
Sevilla,Jornada 36,Temporada2017,0,0,3,"0,263813","1,3"
Sevilla,Jornada 37,Temporada2017,1,0,6,"0,128424","1,1"
Sevilla,Jornada 38,Temporada2017,0,0,4,"0,246718","1,3"
Sevilla,Jornada 1,Temporada2018,0,1,0,"0,422124","1,5"
Sevilla,Jornada 2,Temporada2018,1,1,7,"0,218354","1,2"
Sevilla,Jornada 3,Temporada2018,2,1,4,"0,185535","1,2"
Sevilla,Jornada 4,Temporada2018,0,0,5,"0,229623","1,3"
Sevilla,Jornada 5,Temporada2018,0,0,8,"0,178338","1,2"
Sevilla,Jornada 6,Temporada2018,1,0,7,"0,111329","1,1"
Sevilla,Jornada 7,Temporada2018,0,0,6,"0,212528","1,2"
Sevilla,Jornada 8,Temporada2018,1,1,5,"0,252544","1,3"
Sevilla,Jornada 9,Temporada2018,1,1,5,"0,252544","1,3"
Sevilla,Jornada 10,Temporada2018,1,1,7,"0,218354","1,2"
Sevilla,Jornada 11,Temporada2018,1,0,3,"0,179709","1,2"
Sevilla,Jornada 12,Temporada2018,1,1,3,"0,286734","1,3"
Sevilla,Jornada 13,Temporada2018,0,0,5,"0,229623","1,3"
Sevilla,Jornada 14,Temporada2018,0,0,4,"0,246718","1,3"
Sevilla,Jornada 15,Temporada2018,0,0,5,"0,229623","1,3"
Sevilla,Jornada 16,Temporada2018,1,0,5,"0,145519","1,2"
Sevilla,Jornada 17,Temporada2018,1,0,4,"0,162614","1,2"
Sevilla,Jornada 18,Temporada2018,1,0,6,"0,128424","1,1"
Sevilla,Jornada 19,Temporada2018,2,0,4,"0,078509","1,1"
Sevilla,Jornada 20,Temporada2018,0,0,7,"0,195433","1,2"
Sevilla,Jornada 21,Temporada2018,0,0,2,"0,280908","1,3"
Sevilla,Jornada 22,Temporada2018,0,0,5,"0,229623","1,3"
Sevilla,Jornada 23,Temporada2018,0,1,6,"0,319554","1,4"
Sevilla,Jornada 24,Temporada2018,0,1,2,"0,387934","1,5"
Sevilla,Jornada 25,Temporada2018,1,1,3,"0,286734","1,3"
Sevilla,Jornada 26,Temporada2018,0,0,6,"0,212528","1,2"
Sevilla,Jornada 27,Temporada2018,1,0,5,"0,145519","1,2"
Sevilla,Jornada 28,Temporada2018,0,0,1,"0,298003","1,3"
Sevilla,Jornada 29,Temporada2018,1,1,2,"0,303829","1,4"
Sevilla,Jornada 30,Temporada2018,2,1,4,"0,185535","1,2"
Sevilla,Jornada 31,Temporada2018,1,1,8,"0,201259","1,2"
Sevilla,Jornada 32,Temporada2018,0,0,6,"0,212528","1,2"
Sevilla,Jornada 33,Temporada2018,0,0,6,"0,212528","1,2"
Sevilla,Jornada 34,Temporada2018,0,1,7,"0,302459","1,4"
Sevilla,Jornada 35,Temporada2018,0,0,6,"0,212528","1,2"
Sevilla,Jornada 36,Temporada2018,0,1,4,"0,353744","1,4"
