Equipo,Jornada,Temporada,Cambios_defensa_partido,Cambio_lesion_partido,Titulares_cambio_jornadapasada,y_lambda,exp_lambda
Getafe,Jornada 38,Temporada2018,0,0,3,"0,263813","1,3"
Getafe,Jornada 1,Temporada2019,0,0,0,"0,315098","1,4"
Getafe,Jornada 2,Temporada2019,0,0,4,"0,246718","1,3"
Getafe,Jornada 3,Temporada2019,0,0,0,"0,315098","1,4"
Getafe,Jornada 4,Temporada2019,1,1,3,"0,286734","1,3"
Getafe,Jornada 5,Temporada2019,1,0,1,"0,213899","1,2"
Getafe,Jornada 6,Temporada2019,0,0,2,"0,280908","1,3"
Getafe,Jornada 7,Temporada2019,0,0,2,"0,280908","1,3"
Getafe,Jornada 8,Temporada2019,0,0,1,"0,298003","1,3"
Getafe,Jornada 9,Temporada2019,1,1,3,"0,286734","1,3"
Getafe,Jornada 10,Temporada2019,0,0,0,"0,315098","1,4"
Getafe,Jornada 11,Temporada2019,1,0,0,"0,230994","1,3"
Getafe,Jornada 12,Temporada2019,0,0,2,"0,280908","1,3"
Getafe,Jornada 13,Temporada2019,1,0,3,"0,179709","1,2"
Getafe,Jornada 14,Temporada2019,1,1,1,"0,320924","1,4"
Getafe,Jornada 15,Temporada2019,0,1,1,"0,405029","1,5"
Getafe,Jornada 16,Temporada2019,0,0,4,"0,246718","1,3"
Getafe,Jornada 17,Temporada2019,1,1,2,"0,303829","1,4"
Getafe,Jornada 18,Temporada2019,1,0,1,"0,213899","1,2"
Getafe,Jornada 19,Temporada2019,1,0,2,"0,196804","1,2"
Getafe,Jornada 20,Temporada2019,1,0,2,"0,196804","1,2"
Getafe,Jornada 21,Temporada2019,1,0,2,"0,196804","1,2"
Getafe,Jornada 22,Temporada2019,0,0,6,"0,212528","1,2"
Getafe,Jornada 23,Temporada2019,0,0,3,"0,263813","1,3"
Getafe,Jornada 24,Temporada2019,1,0,3,"0,179709","1,2"
Getafe,Jornada 25,Temporada2019,0,0,2,"0,280908","1,3"
Getafe,Jornada 26,Temporada2019,0,0,2,"0,280908","1,3"
Getafe,Jornada 27,Temporada2019,1,0,3,"0,179709","1,2"
Getafe,Jornada 28,Temporada2019,2,0,3,"0,095604","1,1"
Getafe,Jornada 29,Temporada2019,2,0,1,"0,129794","1,1"
Getafe,Jornada 30,Temporada2019,1,0,4,"0,162614","1,2"
Getafe,Jornada 31,Temporada2019,2,0,4,"0,078509","1,1"
Getafe,Jornada 32,Temporada2019,1,1,3,"0,286734","1,3"
Getafe,Jornada 33,Temporada2019,0,0,5,"0,229623","1,3"
Getafe,Jornada 34,Temporada2019,1,0,2,"0,196804","1,2"
Getafe,Jornada 35,Temporada2019,1,0,3,"0,179709","1,2"
Getafe,Jornada 36,Temporada2019,1,0,4,"0,162614","1,2"
Getafe,Jornada 37,Temporada2019,1,0,2,"0,196804","1,2"
Getafe,Jornada 38,Temporada2019,0,0,4,"0,246718","1,3"
Getafe,Jornada 1,Temporada2020,1,0,0,"0,230994","1,3"
Getafe,Jornada 2,Temporada2020,0,1,3,"0,370839","1,4"
Getafe,Jornada 3,Temporada2020,0,0,3,"0,263813","1,3"
Getafe,Jornada 4,Temporada2020,0,0,2,"0,280908","1,3"
Getafe,Jornada 5,Temporada2020,0,0,0,"0,315098","1,4"
Getafe,Jornada 6,Temporada2020,1,0,0,"0,230994","1,3"
Getafe,Jornada 7,Temporada2020,1,0,2,"0,196804","1,2"
Getafe,Jornada 8,Temporada2020,1,0,3,"0,179709","1,2"
Getafe,Jornada 9,Temporada2020,0,0,2,"0,280908","1,3"
Getafe,Jornada 10,Temporada2020,1,0,1,"0,213899","1,2"
Getafe,Jornada 11,Temporada2020,1,0,3,"0,179709","1,2"
Getafe,Jornada 12,Temporada2020,0,0,6,"0,212528","1,2"
Getafe,Jornada 13,Temporada2020,0,0,4,"0,246718","1,3"
Getafe,Jornada 14,Temporada2020,0,0,3,"0,263813","1,3"
Getafe,Jornada 15,Temporada2020,1,0,4,"0,162614","1,2"
Getafe,Jornada 16,Temporada2020,0,0,5,"0,229623","1,3"
Getafe,Jornada 17,Temporada2020,0,0,2,"0,280908","1,3"
Getafe,Jornada 18,Temporada2020,1,0,1,"0,213899","1,2"
Getafe,Jornada 19,Temporada2020,1,0,2,"0,196804","1,2"
Getafe,Jornada 20,Temporada2020,1,0,2,"0,196804","1,2"
Getafe,Jornada 21,Temporada2020,1,0,1,"0,213899","1,2"
Getafe,Jornada 22,Temporada2020,1,0,1,"0,213899","1,2"
Getafe,Jornada 23,Temporada2020,1,0,1,"0,213899","1,2"
Getafe,Jornada 24,Temporada2020,1,0,1,"0,213899","1,2"
Getafe,Jornada 25,Temporada2020,1,0,3,"0,179709","1,2"
Getafe,Jornada 26,Temporada2020,0,0,5,"0,229623","1,3"
Getafe,Jornada 27,Temporada2020,1,0,3,"0,179709","1,2"
Girona,Jornada 1,Temporada2018,1,1,0,"0,338019","1,4"
Girona,Jornada 2,Temporada2018,0,0,0,"0,315098","1,4"
Girona,Jornada 3,Temporada2018,1,0,0,"0,230994","1,3"
Girona,Jornada 4,Temporada2018,0,0,2,"0,280908","1,3"
Girona,Jornada 5,Temporada2018,1,0,3,"0,179709","1,2"
Girona,Jornada 6,Temporada2018,2,0,7,"0,027224",1
Girona,Jornada 7,Temporada2018,0,0,4,"0,246718","1,3"
Girona,Jornada 8,Temporada2018,1,0,3,"0,179709","1,2"
Girona,Jornada 9,Temporada2018,1,0,3,"0,179709","1,2"
Girona,Jornada 10,Temporada2018,0,0,3,"0,263813","1,3"
Girona,Jornada 11,Temporada2018,0,0,0,"0,315098","1,4"
Girona,Jornada 12,Temporada2018,1,0,2,"0,196804","1,2"
Girona,Jornada 13,Temporada2018,1,0,2,"0,196804","1,2"
Girona,Jornada 14,Temporada2018,1,1,3,"0,286734","1,3"
Girona,Jornada 15,Temporada2018,0,0,2,"0,280908","1,3"
Girona,Jornada 16,Temporada2018,0,0,1,"0,298003","1,3"
Girona,Jornada 17,Temporada2018,1,0,1,"0,213899","1,2"
Girona,Jornada 18,Temporada2018,2,0,2,"0,112699","1,1"
Girona,Jornada 19,Temporada2018,0,0,2,"0,280908","1,3"
Girona,Jornada 20,Temporada2018,0,1,1,"0,405029","1,5"
Girona,Jornada 21,Temporada2018,0,0,3,"0,263813","1,3"
Girona,Jornada 22,Temporada2018,0,0,1,"0,298003","1,3"
Girona,Jornada 23,Temporada2018,1,1,2,"0,303829","1,4"
Girona,Jornada 24,Temporada2018,1,0,2,"0,196804","1,2"
Girona,Jornada 25,Temporada2018,1,0,3,"0,179709","1,2"
Girona,Jornada 26,Temporada2018,0,0,2,"0,280908","1,3"
Girona,Jornada 27,Temporada2018,1,1,0,"0,338019","1,4"
Girona,Jornada 28,Temporada2018,0,0,1,"0,298003","1,3"
Girona,Jornada 29,Temporada2018,1,0,0,"0,230994","1,3"
Girona,Jornada 30,Temporada2018,0,0,1,"0,298003","1,3"
Girona,Jornada 31,Temporada2018,1,0,1,"0,213899","1,2"
Girona,Jornada 32,Temporada2018,2,0,0,"0,146889","1,2"
Girona,Jornada 33,Temporada2018,0,0,7,"0,195433","1,2"
Girona,Jornada 34,Temporada2018,1,0,7,"0,111329","1,1"
Girona,Jornada 35,Temporada2018,2,0,3,"0,095604","1,1"
Girona,Jornada 36,Temporada2018,1,0,3,"0,179709","1,2"
Girona,Jornada 37,Temporada2018,1,0,4,"0,162614","1,2"
Girona,Jornada 38,Temporada2018,1,0,3,"0,179709","1,2"
Girona,Jornada 1,Temporada2019,0,0,0,"0,315098","1,4"
Girona,Jornada 2,Temporada2019,1,0,2,"0,196804","1,2"
Girona,Jornada 3,Temporada2019,1,1,3,"0,286734","1,3"
Girona,Jornada 4,Temporada2019,1,1,2,"0,303829","1,4"
Girona,Jornada 5,Temporada2019,0,0,3,"0,263813","1,3"
Girona,Jornada 6,Temporada2019,2,0,3,"0,095604","1,1"
Girona,Jornada 7,Temporada2019,0,0,3,"0,263813","1,3"
Girona,Jornada 8,Temporada2019,2,0,2,"0,112699","1,1"
Girona,Jornada 9,Temporada2019,0,0,3,"0,263813","1,3"
Girona,Jornada 10,Temporada2019,2,1,1,"0,23682","1,3"
Girona,Jornada 11,Temporada2019,0,0,5,"0,229623","1,3"
Girona,Jornada 12,Temporada2019,1,1,1,"0,320924","1,4"
Girona,Jornada 13,Temporada2019,1,1,1,"0,320924","1,4"
Girona,Jornada 14,Temporada2019,0,1,1,"0,405029","1,5"
Girona,Jornada 15,Temporada2019,0,0,2,"0,280908","1,3"
Girona,Jornada 16,Temporada2019,0,1,2,"0,387934","1,5"
Girona,Jornada 17,Temporada2019,1,0,3,"0,179709","1,2"
Girona,Jornada 18,Temporada2019,1,0,1,"0,213899","1,2"
Girona,Jornada 19,Temporada2019,0,0,2,"0,280908","1,3"
Girona,Jornada 20,Temporada2019,1,0,3,"0,179709","1,2"
Girona,Jornada 21,Temporada2019,0,0,2,"0,280908","1,3"
Girona,Jornada 22,Temporada2019,1,0,2,"0,196804","1,2"
Girona,Jornada 23,Temporada2019,0,0,3,"0,263813","1,3"
Girona,Jornada 24,Temporada2019,1,0,4,"0,162614","1,2"
Girona,Jornada 25,Temporada2019,0,0,2,"0,280908","1,3"
Girona,Jornada 26,Temporada2019,1,1,4,"0,269639","1,3"
Girona,Jornada 27,Temporada2019,2,0,2,"0,112699","1,1"
Girona,Jornada 28,Temporada2019,1,0,4,"0,162614","1,2"
Girona,Jornada 29,Temporada2019,2,0,3,"0,095604","1,1"
Girona,Jornada 30,Temporada2019,0,0,5,"0,229623","1,3"
Girona,Jornada 31,Temporada2019,1,0,5,"0,145519","1,2"
Girona,Jornada 32,Temporada2019,2,0,5,"0,061414","1,1"
Girona,Jornada 33,Temporada2019,1,0,3,"0,179709","1,2"
Girona,Jornada 34,Temporada2019,2,0,5,"0,061414","1,1"
Girona,Jornada 35,Temporada2019,0,1,2,"0,387934","1,5"
Girona,Jornada 36,Temporada2019,1,0,3,"0,179709","1,2"
Girona,Jornada 37,Temporada2019,0,0,4,"0,246718","1,3"
Girona,Jornada 38,Temporada2019,1,1,4,"0,269639","1,3"
Granada,Jornada 1,Temporada2017,0,0,0,"0,315098","1,4"
Granada,Jornada 2,Temporada2017,0,0,3,"0,263813","1,3"
Granada,Jornada 3,Temporada2017,1,0,5,"0,145519","1,2"
Granada,Jornada 4,Temporada2017,1,0,4,"0,162614","1,2"
Granada,Jornada 5,Temporada2017,0,0,5,"0,229623","1,3"
Granada,Jornada 6,Temporada2017,0,0,4,"0,246718","1,3"
Granada,Jornada 7,Temporada2017,0,0,3,"0,263813","1,3"
Granada,Jornada 8,Temporada2017,0,0,3,"0,263813","1,3"
Granada,Jornada 9,Temporada2017,0,0,2,"0,280908","1,3"
Granada,Jornada 10,Temporada2017,0,1,4,"0,353744","1,4"
Granada,Jornada 11,Temporada2017,1,0,2,"0,196804","1,2"
Granada,Jornada 12,Temporada2017,0,0,3,"0,263813","1,3"
Granada,Jornada 13,Temporada2017,1,0,4,"0,162614","1,2"
Granada,Jornada 14,Temporada2017,0,0,2,"0,280908","1,3"
Granada,Jornada 15,Temporada2017,0,0,1,"0,298003","1,3"
Granada,Jornada 16,Temporada2017,0,1,1,"0,405029","1,5"
Granada,Jornada 17,Temporada2017,1,0,4,"0,162614","1,2"
Granada,Jornada 18,Temporada2017,1,0,2,"0,196804","1,2"
Granada,Jornada 19,Temporada2017,1,0,3,"0,179709","1,2"
Granada,Jornada 20,Temporada2017,1,0,6,"0,128424","1,1"
Granada,Jornada 21,Temporada2017,0,0,3,"0,263813","1,3"
Granada,Jornada 22,Temporada2017,1,0,2,"0,196804","1,2"
Granada,Jornada 23,Temporada2017,1,0,4,"0,162614","1,2"
Granada,Jornada 24,Temporada2017,0,0,0,"0,315098","1,4"
Granada,Jornada 25,Temporada2017,1,1,1,"0,320924","1,4"
Granada,Jornada 26,Temporada2017,1,0,3,"0,179709","1,2"
Granada,Jornada 27,Temporada2017,2,0,5,"0,061414","1,1"
Granada,Jornada 28,Temporada2017,0,0,3,"0,263813","1,3"
Granada,Jornada 29,Temporada2017,1,0,4,"0,162614","1,2"
Granada,Jornada 30,Temporada2017,1,0,4,"0,162614","1,2"
Granada,Jornada 31,Temporada2017,1,0,3,"0,179709","1,2"
Granada,Jornada 32,Temporada2017,0,1,4,"0,353744","1,4"
Granada,Jornada 33,Temporada2017,3,1,3,"0,118525","1,1"
Granada,Jornada 34,Temporada2017,1,1,6,"0,235449","1,3"
Granada,Jornada 35,Temporada2017,0,0,4,"0,246718","1,3"
Granada,Jornada 36,Temporada2017,0,0,1,"0,298003","1,3"
Granada,Jornada 37,Temporada2017,0,0,3,"0,263813","1,3"
Granada,Jornada 38,Temporada2017,0,0,4,"0,246718","1,3"
Granada,Jornada 1,Temporada2020,0,0,0,"0,315098","1,4"
Granada,Jornada 2,Temporada2020,0,0,0,"0,315098","1,4"
Granada,Jornada 3,Temporada2020,0,0,2,"0,280908","1,3"
Granada,Jornada 4,Temporada2020,0,1,0,"0,422124","1,5"
Granada,Jornada 5,Temporada2020,0,0,2,"0,280908","1,3"
Granada,Jornada 6,Temporada2020,1,0,5,"0,145519","1,2"
Granada,Jornada 7,Temporada2020,0,0,5,"0,229623","1,3"
Granada,Jornada 8,Temporada2020,0,1,0,"0,422124","1,5"
Granada,Jornada 9,Temporada2020,0,1,4,"0,353744","1,4"
Granada,Jornada 10,Temporada2020,0,0,3,"0,263813","1,3"
Granada,Jornada 11,Temporada2020,2,0,5,"0,061414","1,1"
Granada,Jornada 12,Temporada2020,0,0,6,"0,212528","1,2"
Granada,Jornada 13,Temporada2020,1,0,3,"0,179709","1,2"
Granada,Jornada 14,Temporada2020,1,1,2,"0,303829","1,4"
Granada,Jornada 15,Temporada2020,0,0,3,"0,263813","1,3"
Granada,Jornada 16,Temporada2020,1,1,2,"0,303829","1,4"
Granada,Jornada 17,Temporada2020,0,0,1,"0,298003","1,3"
Granada,Jornada 18,Temporada2020,1,0,1,"0,213899","1,2"
Granada,Jornada 19,Temporada2020,0,1,3,"0,370839","1,4"
Granada,Jornada 20,Temporada2020,0,0,4,"0,246718","1,3"
Granada,Jornada 21,Temporada2020,1,0,5,"0,145519","1,2"
Granada,Jornada 22,Temporada2020,0,0,2,"0,280908","1,3"
Granada,Jornada 23,Temporada2020,1,0,7,"0,111329","1,1"
Granada,Jornada 24,Temporada2020,1,0,6,"0,128424","1,1"
Granada,Jornada 25,Temporada2020,0,0,3,"0,263813","1,3"
Granada,Jornada 26,Temporada2020,0,1,6,"0,319554","1,4"
Granada,Jornada 27,Temporada2020,2,0,5,"0,061414","1,1"
Huesca,Jornada 1,Temporada2019,0,0,0,"0,315098","1,4"
Huesca,Jornada 2,Temporada2019,0,0,0,"0,315098","1,4"
Huesca,Jornada 3,Temporada2019,0,0,0,"0,315098","1,4"
Huesca,Jornada 4,Temporada2019,0,0,3,"0,263813","1,3"
Huesca,Jornada 5,Temporada2019,2,0,3,"0,095604","1,1"
Huesca,Jornada 6,Temporada2019,1,1,2,"0,303829","1,4"
Huesca,Jornada 7,Temporada2019,2,1,5,"0,16844","1,2"
Huesca,Jornada 8,Temporada2019,1,0,5,"0,145519","1,2"
Huesca,Jornada 9,Temporada2019,0,0,5,"0,229623","1,3"
Huesca,Jornada 10,Temporada2019,0,0,4,"0,246718","1,3"
Huesca,Jornada 11,Temporada2019,0,1,1,"0,405029","1,5"
Huesca,Jornada 12,Temporada2019,2,1,1,"0,23682","1,3"
Huesca,Jornada 13,Temporada2019,0,0,3,"0,263813","1,3"
Huesca,Jornada 14,Temporada2019,0,0,0,"0,315098","1,4"
Huesca,Jornada 15,Temporada2019,0,1,3,"0,370839","1,4"
Huesca,Jornada 16,Temporada2019,1,0,1,"0,213899","1,2"
Huesca,Jornada 17,Temporada2019,0,0,3,"0,263813","1,3"
Huesca,Jornada 18,Temporada2019,1,0,1,"0,213899","1,2"
Huesca,Jornada 19,Temporada2019,0,0,1,"0,298003","1,3"
Huesca,Jornada 20,Temporada2019,0,0,2,"0,280908","1,3"
Huesca,Jornada 21,Temporada2019,0,0,2,"0,280908","1,3"
Huesca,Jornada 22,Temporada2019,0,0,1,"0,298003","1,3"
Huesca,Jornada 23,Temporada2019,1,1,2,"0,303829","1,4"
Huesca,Jornada 24,Temporada2019,1,0,2,"0,196804","1,2"
Huesca,Jornada 25,Temporada2019,0,1,2,"0,387934","1,5"
Huesca,Jornada 26,Temporada2019,1,1,3,"0,286734","1,3"
Huesca,Jornada 27,Temporada2019,0,0,2,"0,280908","1,3"
Huesca,Jornada 28,Temporada2019,1,1,4,"0,269639","1,3"
Huesca,Jornada 29,Temporada2019,0,0,5,"0,229623","1,3"
Huesca,Jornada 30,Temporada2019,0,1,0,"0,422124","1,5"
Huesca,Jornada 31,Temporada2019,0,0,2,"0,280908","1,3"
Huesca,Jornada 32,Temporada2019,0,0,4,"0,246718","1,3"
Huesca,Jornada 33,Temporada2019,1,0,2,"0,196804","1,2"
Huesca,Jornada 34,Temporada2019,0,0,11,"0,127053","1,1"
Huesca,Jornada 35,Temporada2019,1,1,0,"0,338019","1,4"
Huesca,Jornada 36,Temporada2019,0,0,4,"0,246718","1,3"
Huesca,Jornada 37,Temporada2019,0,0,6,"0,212528","1,2"
Huesca,Jornada 38,Temporada2019,1,1,2,"0,303829","1,4"
Las Palmas,Jornada 1,Temporada2017,0,0,0,"0,315098","1,4"
Las Palmas,Jornada 2,Temporada2017,0,1,0,"0,422124","1,5"
Las Palmas,Jornada 3,Temporada2017,0,0,2,"0,280908","1,3"
Las Palmas,Jornada 4,Temporada2017,0,0,2,"0,280908","1,3"
Las Palmas,Jornada 5,Temporada2017,2,0,4,"0,078509","1,1"
Las Palmas,Jornada 6,Temporada2017,0,1,7,"0,302459","1,4"
Las Palmas,Jornada 7,Temporada2017,2,0,4,"0,078509","1,1"
Las Palmas,Jornada 8,Temporada2017,1,0,2,"0,196804","1,2"
Las Palmas,Jornada 9,Temporada2017,1,1,2,"0,303829","1,4"
