clasificacion_temporada,clasificacion_jornada,clasificacion_posicion,clasificacion_equipo,clasificacion_puntos,clasificacion_partidos_jugados,clasificacion_ganados,clasificacion_empatados,clasificacion_perdidos,clasificacion_goles_favor,clasificacion_goles_contra
Temporada2020,Jornada 38,6,Getafe,53,35,14,11,10,43,34
Temporada2020,Jornada 38,7,Athletic Bilbao,51,36,13,12,11,41,32
Temporada2020,Jornada 38,8,Real Sociedad,51,35,15,6,14,53,46
Temporada2020,Jornada 38,9,Valencia,50,36,13,11,12,45,52
Temporada2020,Jornada 38,10,Granada,50,35,14,8,13,45,42
Temporada2020,Jornada 38,11,Osasuna,48,36,12,12,12,42,51
Temporada2020,Jornada 38,12,Levante,43,36,12,7,17,43,51
Temporada2020,Jornada 38,13,Real Betis,41,36,10,11,15,47,56
Temporada2020,Jornada 38,14,Real Valladolid,39,36,8,15,13,29,40
Temporada2020,Jornada 38,15,Eibar,39,36,10,9,17,36,51
Temporada2020,Jornada 38,16,Celta de Vigo,36,36,7,15,14,35,46
Temporada2020,Jornada 38,17,Alavés,35,35,9,8,18,32,53
Temporada2020,Jornada 38,18,Leganés,32,36,7,11,18,26,49
Temporada2020,Jornada 38,19,Real Mallorca,32,36,9,5,22,37,61
Temporada2020,Jornada 38,20,Espanyol,24,36,5,9,22,27,57
Temporada2019,Jornada 1,1,Sevilla,3,1,1,0,0,4,1
Temporada2019,Jornada 1,2,Barcelona,3,1,1,0,0,3,0
Temporada2019,Jornada 1,3,Levante,3,1,1,0,0,3,0
Temporada2019,Jornada 1,4,Real Madrid,3,1,1,0,0,2,0
Temporada2019,Jornada 1,5,Athletic Bilbao,3,1,1,0,0,2,1
Temporada2019,Jornada 1,6,Huesca,3,1,1,0,0,2,1
Temporada2019,Jornada 1,7,Real Sociedad,3,1,1,0,0,2,1
Temporada2019,Jornada 1,8,Atlético Madrid,1,1,0,1,0,1,1
Temporada2019,Jornada 1,9,Celta de Vigo,1,1,0,1,0,1,1
Temporada2019,Jornada 1,10,Espanyol,1,1,0,1,0,1,1
Temporada2019,Jornada 1,11,Valencia,1,1,0,1,0,1,1
Temporada2019,Jornada 1,12,Girona,1,1,0,1,0,0,0
Temporada2019,Jornada 1,13,Real Valladolid,1,1,0,1,0,0,0
Temporada2019,Jornada 1,14,Eibar,0,1,0,0,1,1,2
Temporada2019,Jornada 1,15,Leganés,0,1,0,0,1,1,2
Temporada2019,Jornada 1,16,Villarreal,0,1,0,0,1,1,2
Temporada2019,Jornada 1,17,Getafe,0,1,0,0,1,0,2
Temporada2019,Jornada 1,18,Rayo Vallecano,0,1,0,0,1,1,4
Temporada2019,Jornada 1,19,Alavés,0,1,0,0,1,0,3
Temporada2019,Jornada 1,20,Real Betis,0,1,0,0,1,0,3
Temporada2019,Jornada 2,1,Barcelona,6,2,2,0,0,4,0
Temporada2019,Jornada 2,2,Real Madrid,6,2,2,0,0,6,1
Temporada2019,Jornada 2,3,Sevilla,4,2,1,1,0,4,1
Temporada2019,Jornada 2,4,Espanyol,4,2,1,1,0,3,1
Temporada2019,Jornada 2,5,Athletic Bilbao,4,2,1,1,0,4,3
Temporada2019,Jornada 2,6,Huesca,4,2,1,1,0,4,3
Temporada2019,Jornada 2,7,Real Sociedad,4,2,1,1,0,4,3
Temporada2019,Jornada 2,8,Celta de Vigo,4,2,1,1,0,3,2
Temporada2019,Jornada 2,9,Atlético Madrid,4,2,1,1,0,2,1
Temporada2019,Jornada 2,10,Levante,3,2,1,0,1,4,2
Temporada2019,Jornada 2,11,Getafe,3,2,1,0,1,2,2
Temporada2019,Jornada 2,12,Leganés,1,2,0,1,1,3,4
Temporada2019,Jornada 2,13,Villarreal,1,2,0,1,1,1,2
Temporada2019,Jornada 2,14,Real Valladolid,1,2,0,1,1,0,1
Temporada2019,Jornada 2,15,Valencia,1,2,0,1,1,1,3
Temporada2019,Jornada 2,16,Girona,1,2,0,1,1,1,4
Temporada2019,Jornada 2,17,Alavés,1,2,0,1,1,0,3
Temporada2019,Jornada 2,18,Real Betis,1,2,0,1,1,0,3
Temporada2019,Jornada 2,19,Eibar,0,2,0,0,2,1,4
Temporada2019,Jornada 2,20,Rayo Vallecano,0,2,0,0,2,1,5
Temporada2019,Jornada 3,1,Barcelona,9,3,3,0,0,12,2
Temporada2019,Jornada 3,2,Real Madrid,9,3,3,0,0,10,2
Temporada2019,Jornada 3,3,Celta de Vigo,7,3,2,1,0,5,2
Temporada2019,Jornada 3,4,Athletic Bilbao,5,3,1,2,0,5,4
Temporada2019,Jornada 3,5,Levante,4,3,1,1,1,6,4
Temporada2019,Jornada 3,6,Sevilla,4,3,1,1,1,4,2
Temporada2019,Jornada 3,7,Espanyol,4,3,1,1,1,4,3
Temporada2019,Jornada 3,8,Real Sociedad,4,3,1,1,1,5,5
Temporada2019,Jornada 3,9,Getafe,4,3,1,1,1,2,2
Temporada2019,Jornada 3,10,Atlético Madrid,4,3,1,1,1,2,3
Temporada2019,Jornada 3,11,Alavés,4,3,1,1,1,2,4
Temporada2019,Jornada 3,12,Girona,4,3,1,1,1,2,4
Temporada2019,Jornada 3,13,Real Betis,4,3,1,1,1,1,3
Temporada2019,Jornada 3,14,Huesca,4,3,1,1,1,6,11
Temporada2019,Jornada 3,15,Eibar,3,3,1,0,2,3,5
Temporada2019,Jornada 3,16,Real Valladolid,2,3,0,2,1,0,1
Temporada2019,Jornada 3,17,Valencia,2,3,0,2,1,3,5
Temporada2019,Jornada 3,18,Villarreal,1,3,0,1,2,1,3
Temporada2019,Jornada 3,19,Leganés,1,3,0,1,2,4,8
Temporada2019,Jornada 3,20,Rayo Vallecano,1,3,0,1,2,2,6
Temporada2019,Jornada 4,1,Barcelona,12,4,4,0,0,14,3
Temporada2019,Jornada 4,2,Real Madrid,10,4,3,1,0,11,3
Temporada2019,Jornada 4,3,Celta de Vigo,7,4,2,1,1,7,5
Temporada2019,Jornada 4,4,Espanyol,7,4,2,1,1,5,3
Temporada2019,Jornada 4,5,Getafe,7,4,2,1,1,4,2
Temporada2019,Jornada 4,6,Girona,7,4,2,1,1,5,6
Temporada2019,Jornada 4,7,Alavés,7,4,2,1,1,3,4
Temporada2019,Jornada 4,8,Athletic Bilbao,6,4,1,3,0,6,5
Temporada2019,Jornada 4,9,Atlético Madrid,5,4,1,2,1,3,4
Temporada2019,Jornada 4,10,Real Betis,5,4,1,2,1,1,3
Temporada2019,Jornada 4,11,Sevilla,4,4,1,1,2,4,4
Temporada2019,Jornada 4,12,Villarreal,4,4,1,1,2,2,3
Temporada2019,Jornada 4,13,Real Sociedad,4,4,1,1,2,6,7
Temporada2019,Jornada 4,14,Huesca,4,4,1,1,2,6,12
Temporada2019,Jornada 4,15,Rayo Vallecano,4,4,1,1,2,3,6
Temporada2019,Jornada 4,16,Eibar,4,4,1,1,2,4,6
Temporada2019,Jornada 4,17,Levante,4,4,1,1,2,6,5
Temporada2019,Jornada 4,18,Valencia,3,4,0,3,1,3,5
Temporada2019,Jornada 4,19,Real Valladolid,2,4,0,2,2,0,2
Temporada2019,Jornada 4,20,Leganés,1,4,0,1,3,4,9
Temporada2019,Jornada 5,1,Barcelona,13,5,4,1,0,16,5
Temporada2019,Jornada 5,2,Real Madrid,13,5,4,1,0,12,3
Temporada2019,Jornada 5,3,Alavés,10,5,3,1,1,8,5
Temporada2019,Jornada 5,4,Atlético Madrid,8,5,2,2,1,5,4
Temporada2019,Jornada 5,5,Celta de Vigo,8,5,2,2,1,10,8
Temporada2019,Jornada 5,6,Girona,8,5,2,2,1,7,8
Temporada2019,Jornada 5,7,Sevilla,7,5,2,1,2,10,6
Temporada2019,Jornada 5,8,Athletic Bilbao,7,5,1,4,0,8,7
Temporada2019,Jornada 5,9,Espanyol,7,5,2,1,2,5,4
Temporada2019,Jornada 5,10,Real Sociedad,7,5,2,1,2,7,7
Temporada2019,Jornada 5,11,Getafe,7,5,2,1,2,4,4
Temporada2019,Jornada 5,12,Eibar,7,5,2,1,2,5,6
Temporada2019,Jornada 5,13,Real Betis,6,5,1,3,1,3,5
Temporada2019,Jornada 5,14,Villarreal,5,5,1,2,2,2,3
Temporada2019,Jornada 5,15,Valencia,4,5,0,4,1,3,5
Temporada2019,Jornada 5,16,Rayo Vallecano,4,5,1,1,3,4,11
Temporada2019,Jornada 5,17,Levante,4,5,1,1,3,8,11
Temporada2019,Jornada 5,18,Huesca,4,5,1,1,3,6,13
Temporada2019,Jornada 5,19,Real Valladolid,3,5,0,3,2,3,5
Temporada2019,Jornada 5,20,Leganés,1,5,0,1,4,4,10
Temporada2019,Jornada 6,1,Barcelona,13,6,4,1,1,17,7
Temporada2019,Jornada 6,2,Real Madrid,13,6,4,1,1,12,6
Temporada2019,Jornada 6,3,Atlético Madrid,11,6,3,2,1,8,4
Temporada2019,Jornada 6,4,Alavés,11,6,3,2,1,9,6
Temporada2019,Jornada 6,5,Sevilla,10,6,3,1,2,13,6
Temporada2019,Jornada 6,6,Espanyol,10,6,3,1,2,6,4
Temporada2019,Jornada 6,7,Real Betis,9,6,2,3,1,4,5
Temporada2019,Jornada 6,8,Celta de Vigo,9,6,2,3,1,11,9
Temporada2019,Jornada 6,9,Villarreal,8,6,2,2,2,5,3
Temporada2019,Jornada 6,10,Real Sociedad,8,6,2,2,2,9,9
Temporada2019,Jornada 6,11,Getafe,8,6,2,2,2,5,5
Temporada2019,Jornada 6,12,Girona,8,6,2,2,2,7,9
Temporada2019,Jornada 6,13,Athletic Bilbao,7,6,1,4,1,8,10
Temporada2019,Jornada 6,14,Eibar,7,6,2,1,3,5,7
Temporada2019,Jornada 6,15,Real Valladolid,6,6,1,3,2,5,6
Temporada2019,Jornada 6,16,Valencia,5,6,0,5,1,4,6
Temporada2019,Jornada 6,17,Rayo Vallecano,5,6,1,2,3,6,13
Temporada2019,Jornada 6,18,Levante,4,6,1,1,4,9,13
Temporada2019,Jornada 6,19,Leganés,4,6,1,1,4,6,11
Temporada2019,Jornada 6,20,Huesca,4,6,1,1,4,6,16
Temporada2019,Jornada 7,1,Barcelona,14,7,4,2,1,18,8
Temporada2019,Jornada 7,2,Real Madrid,14,7,4,2,1,12,6
Temporada2019,Jornada 7,3,Sevilla,13,7,4,1,2,16,7
Temporada2019,Jornada 7,4,Atlético Madrid,12,7,3,3,1,8,4
Temporada2019,Jornada 7,5,Real Betis,12,7,3,3,1,5,5
Temporada2019,Jornada 7,6,Alavés,11,7,3,2,2,10,8
Temporada2019,Jornada 7,7,Espanyol,11,7,3,2,2,8,6
Temporada2019,Jornada 7,8,Celta de Vigo,10,7,2,4,1,12,10
Temporada2019,Jornada 7,9,Getafe,9,7,2,3,2,6,6
Temporada2019,Jornada 7,10,Real Valladolid,9,7,2,3,2,6,6
Temporada2019,Jornada 7,11,Girona,9,7,2,3,2,8,10
Temporada2019,Jornada 7,12,Valencia,8,7,1,5,1,5,6
Temporada2019,Jornada 7,13,Real Sociedad,8,7,2,2,3,9,10
Temporada2019,Jornada 7,14,Villarreal,8,7,2,2,3,5,4
Temporada2019,Jornada 7,15,Athletic Bilbao,8,7,1,5,1,9,11
Temporada2019,Jornada 7,16,Levante,7,7,2,1,4,11,14
Temporada2019,Jornada 7,17,Eibar,7,7,2,1,4,6,10
Temporada2019,Jornada 7,18,Rayo Vallecano,6,7,1,3,3,8,15
Temporada2019,Jornada 7,19,Huesca,5,7,1,2,4,7,17
Temporada2019,Jornada 7,20,Leganés,4,7,1,1,5,6,12
Temporada2019,Jornada 8,1,Sevilla,16,8,5,1,2,18,8
Temporada2019,Jornada 8,2,Barcelona,15,8,4,3,1,19,9
Temporada2019,Jornada 8,3,Atlético Madrid,15,8,4,3,1,9,4
Temporada2019,Jornada 8,4,Real Madrid,14,8,4,2,2,12,7
Temporada2019,Jornada 8,5,Alavés,14,8,4,2,2,11,8
Temporada2019,Jornada 8,6,Espanyol,14,8,4,2,2,11,7
Temporada2019,Jornada 8,7,Real Betis,12,8,3,3,2,5,6
Temporada2019,Jornada 8,8,Real Valladolid,12,8,3,3,2,7,6
Temporada2019,Jornada 8,9,Real Sociedad,11,8,3,2,3,12,11
Temporada2019,Jornada 8,10,Celta de Vigo,10,8,2,4,2,13,12
Temporada2019,Jornada 8,11,Levante,10,8,3,1,4,12,14
Temporada2019,Jornada 8,12,Eibar,10,8,3,1,4,9,12
Temporada2019,Jornada 8,13,Valencia,9,8,1,6,1,6,7
Temporada2019,Jornada 8,14,Getafe,9,8,2,3,3,6,7
Temporada2019,Jornada 8,15,Girona,9,8,2,3,3,10,13
Temporada2019,Jornada 8,16,Villarreal,8,8,2,2,4,6,7
Temporada2019,Jornada 8,17,Athletic Bilbao,8,8,1,5,2,10,14
Temporada2019,Jornada 8,18,Leganés,7,8,2,1,5,7,12
Temporada2019,Jornada 8,19,Rayo Vallecano,6,8,1,3,4,8,16
Temporada2019,Jornada 8,20,Huesca,5,8,1,2,5,7,18
Temporada2019,Jornada 9,1,Barcelona,18,9,5,3,1,23,11
Temporada2019,Jornada 9,2,Espanyol,17,9,5,2,2,13,7
Temporada2019,Jornada 9,3,Alavés,17,9,5,2,2,12,8
Temporada2019,Jornada 9,4,Sevilla,16,9,5,1,3,20,12
Temporada2019,Jornada 9,5,Atlético Madrid,16,9,4,4,1,10,5
Temporada2019,Jornada 9,6,Real Valladolid,15,9,4,3,2,8,6
Temporada2019,Jornada 9,7,Real Madrid,14,9,4,2,3,13,9
Temporada2019,Jornada 9,8,Levante,13,9,4,1,4,14,15
Temporada2019,Jornada 9,9,Getafe,12,9,3,3,3,8,8
Temporada2019,Jornada 9,10,Real Sociedad,12,9,3,3,3,12,11
Temporada2019,Jornada 9,11,Real Betis,12,9,3,3,3,5,7
Temporada2019,Jornada 9,12,Eibar,11,9,3,2,4,10,13
Temporada2019,Jornada 9,13,Valencia,10,9,1,7,1,7,8
Temporada2019,Jornada 9,14,Girona,10,9,2,4,3,10,13
Temporada2019,Jornada 9,15,Celta de Vigo,10,9,2,4,3,13,13
Temporada2019,Jornada 9,16,Villarreal,9,9,2,3,4,7,8
Temporada2019,Jornada 9,17,Athletic Bilbao,9,9,1,6,2,11,15
Temporada2019,Jornada 9,18,Leganés,8,9,2,2,5,8,13
Temporada2019,Jornada 9,19,Rayo Vallecano,6,9,1,3,5,9,18
Temporada2019,Jornada 9,20,Huesca,5,9,1,2,6,7,20
Temporada2019,Jornada 10,1,Barcelona,21,10,6,3,1,28,12
Temporada2019,Jornada 10,2,Alavés,20,10,6,2,2,14,9
Temporada2019,Jornada 10,3,Sevilla,19,10,6,1,3,22,13
Temporada2019,Jornada 10,4,Atlético Madrid,19,10,5,4,1,12,5
Temporada2019,Jornada 10,5,Espanyol,18,10,5,3,2,14,8
Temporada2019,Jornada 10,6,Levante,16,10,5,1,4,16,15
Temporada2019,Jornada 10,7,Real Valladolid,16,10,4,4,2,9,7
Temporada2019,Jornada 10,8,Getafe,15,10,4,3,3,10,8
Temporada2019,Jornada 10,9,Real Madrid,14,10,4,2,4,14,14
Temporada2019,Jornada 10,10,Celta de Vigo,13,10,3,4,3,17,13
Temporada2019,Jornada 10,11,Girona,13,10,3,4,3,12,14
Temporada2019,Jornada 10,12,Real Sociedad,12,10,3,3,4,12,13
Temporada2019,Jornada 10,13,Real Betis,12,10,3,3,4,5,9
Temporada2019,Jornada 10,14,Eibar,11,10,3,2,5,10,17
Temporada2019,Jornada 10,15,Valencia,11,10,1,8,1,7,8
Temporada2019,Jornada 10,16,Athletic Bilbao,10,10,1,7,2,11,15
Temporada2019,Jornada 10,17,Villarreal,9,10,2,3,5,8,10
Temporada2019,Jornada 10,18,Leganés,8,10,2,2,6,8,15
Temporada2019,Jornada 10,19,Rayo Vallecano,6,10,1,3,6,10,20
Temporada2019,Jornada 10,20,Huesca,5,10,1,2,7,8,22
Temporada2019,Jornada 11,1,Barcelona,24,11,7,3,1,31,14
Temporada2019,Jornada 11,2,Espanyol,21,11,6,3,2,15,8
Temporada2019,Jornada 11,3,Atlético Madrid,20,11,5,5,1,13,6
Temporada2019,Jornada 11,4,Sevilla,20,11,6,2,3,22,13
Temporada2019,Jornada 11,5,Alavés,20,11,6,2,3,15,11
Temporada2019,Jornada 11,6,Real Madrid,17,11,5,2,4,16,14
Temporada2019,Jornada 11,7,Levante,17,11,5,2,4,17,16
Temporada2019,Jornada 11,8,Getafe,16,11,4,4,3,11,9
Temporada2019,Jornada 11,9,Real Valladolid,16,11,4,4,3,9,9
Temporada2019,Jornada 11,10,Girona,16,11,4,4,3,13,14
Temporada2019,Jornada 11,11,Celta de Vigo,14,11,3,5,3,20,16
Temporada2019,Jornada 11,12,Eibar,14,11,4,2,5,12,18
Temporada2019,Jornada 11,13,Real Sociedad,13,11,3,4,4,12,13
Temporada2019,Jornada 11,14,Real Betis,13,11,3,4,4,8,12
Temporada2019,Jornada 11,15,Valencia,11,11,1,8,2,7,9
Temporada2019,Jornada 11,16,Villarreal,10,11,2,4,5,9,11
Temporada2019,Jornada 11,17,Athletic Bilbao,10,11,1,7,3,11,16
Temporada2019,Jornada 11,18,Leganés,9,11,2,3,6,9,16
Temporada2019,Jornada 11,19,Rayo Vallecano,6,11,1,3,7,12,23
Temporada2019,Jornada 11,20,Huesca,6,11,1,3,7,9,23
Temporada2019,Jornada 12,1,Barcelona,24,12,7,3,2,34,18
Temporada2019,Jornada 12,2,Atlético Madrid,23,12,6,5,1,16,8
Temporada2019,Jornada 12,3,Sevilla,23,12,7,2,3,24,14
Temporada2019,Jornada 12,4,Alavés,23,12,7,2,3,17,12
Temporada2019,Jornada 12,5,Espanyol,21,12,6,3,3,16,10
Temporada2019,Jornada 12,6,Real Madrid,20,12,6,2,4,20,16
Temporada2019,Jornada 12,7,Levante,17,12,5,2,5,18,19
Temporada2019,Jornada 12,8,Real Valladolid,17,12,4,5,3,9,9
Temporada2019,Jornada 12,9,Girona,17,12,4,5,3,13,14
Temporada2019,Jornada 12,10,Getafe,16,12,4,4,4,11,10
Temporada2019,Jornada 12,11,Real Sociedad,16,12,4,4,4,15,14
Temporada2019,Jornada 12,12,Real Betis,16,12,4,4,4,12,15
Temporada2019,Jornada 12,13,Eibar,15,12,4,3,5,12,18
Temporada2019,Jornada 12,14,Valencia,14,12,2,8,2,8,9
Temporada2019,Jornada 12,15,Celta de Vigo,14,12,3,5,4,22,20
Temporada2019,Jornada 12,16,Villarreal,11,12,2,5,5,11,13
Temporada2019,Jornada 12,17,Athletic Bilbao,10,12,1,7,4,13,19
Temporada2019,Jornada 12,18,Leganés,10,12,2,4,6,9,16
Temporada2019,Jornada 12,19,Rayo Vallecano,7,12,1,4,7,14,25
Temporada2019,Jornada 12,20,Huesca,6,12,1,3,8,10,25
Temporada2019,Jornada 13,1,Sevilla,26,13,8,2,3,25,14
Temporada2019,Jornada 13,2,Barcelona,25,13,7,4,2,35,19
Temporada2019,Jornada 13,3,Atlético Madrid,24,13,6,6,1,17,9
Temporada2019,Jornada 13,4,Alavés,23,13,7,2,4,17,13
Temporada2019,Jornada 13,5,Espanyol,21,13,6,3,4,17,13
Temporada2019,Jornada 13,6,Real Madrid,20,13,6,2,5,20,19
Temporada2019,Jornada 13,7,Girona,20,13,5,5,3,16,15
Temporada2019,Jornada 13,8,Real Sociedad,19,13,5,4,4,17,15
Temporada2019,Jornada 13,9,Levante,18,13,5,3,5,20,21
Temporada2019,Jornada 13,10,Eibar,18,13,5,3,5,15,18
Temporada2019,Jornada 13,11,Valencia,17,13,3,8,2,11,9
Temporada2019,Jornada 13,12,Getafe,17,13,4,5,4,12,11
Temporada2019,Jornada 13,13,Real Valladolid,17,13,4,5,4,9,10
Temporada2019,Jornada 13,14,Real Betis,16,13,4,4,5,13,17
Temporada2019,Jornada 13,15,Celta de Vigo,14,13,3,5,5,23,22
Temporada2019,Jornada 13,16,Villarreal,14,13,3,5,5,13,14
Temporada2019,Jornada 13,17,Leganés,13,13,3,4,6,10,16
Temporada2019,Jornada 13,18,Athletic Bilbao,11,13,1,8,4,14,20
Temporada2019,Jornada 13,19,Rayo Vallecano,7,13,1,4,8,14,28
Temporada2019,Jornada 13,20,Huesca,7,13,1,4,8,12,27
Temporada2019,Jornada 14,1,Barcelona,28,14,8,4,2,37,19
Temporada2019,Jornada 14,2,Sevilla,27,14,8,3,3,26,15
Temporada2019,Jornada 14,3,Atlético Madrid,25,14,6,7,1,18,10
Temporada2019,Jornada 14,4,Alavés,24,14,7,3,4,18,14
Temporada2019,Jornada 14,5,Real Madrid,23,14,7,2,5,22,19
Temporada2019,Jornada 14,6,Espanyol,21,14,6,3,5,17,16
Temporada2019,Jornada 14,7,Levante,21,14,6,3,5,23,21
Temporada2019,Jornada 14,8,Girona,21,14,5,6,3,17,16
Temporada2019,Jornada 14,9,Getafe,20,14,5,5,4,15,11
Temporada2019,Jornada 14,10,Real Sociedad,19,14,5,4,5,17,16
Temporada2019,Jornada 14,11,Real Betis,19,14,5,4,5,14,17
Temporada2019,Jornada 14,12,Eibar,18,14,5,3,6,15,19
Temporada2019,Jornada 14,13,Celta de Vigo,17,14,4,5,5,25,22
Temporada2019,Jornada 14,14,Valencia,17,14,3,8,3,11,11
Temporada2019,Jornada 14,15,Real Valladolid,17,14,4,5,5,11,14
Temporada2019,Jornada 14,16,Leganés,16,14,4,4,6,14,18
Temporada2019,Jornada 14,17,Villarreal,14,14,3,5,6,13,16
Temporada2019,Jornada 14,18,Athletic Bilbao,11,14,1,8,5,14,23
Temporada2019,Jornada 14,19,Rayo Vallecano,10,14,2,4,8,15,28
Temporada2019,Jornada 14,20,Huesca,7,14,1,4,9,12,29
Temporada2019,Jornada 15,1,Barcelona,31,15,9,4,2,41,19
Temporada2019,Jornada 15,2,Sevilla,28,15,8,4,3,27,16
Temporada2019,Jornada 15,3,Atlético Madrid,28,15,7,7,1,21,10
Temporada2019,Jornada 15,4,Real Madrid,26,15,8,2,5,23,19
Temporada2019,Jornada 15,5,Alavés,24,15,7,3,5,18,17
Temporada2019,Jornada 15,6,Levante,22,15,6,4,5,27,25
Temporada2019,Jornada 15,7,Real Betis,22,15,6,4,5,16,17
Temporada2019,Jornada 15,8,Getafe,21,15,5,6,4,16,12
Temporada2019,Jornada 15,9,Girona,21,15,5,6,4,17,17
Temporada2019,Jornada 15,10,Espanyol,21,15,6,3,6,17,20
Temporada2019,Jornada 15,11,Real Valladolid,20,15,5,5,5,13,15
Temporada2019,Jornada 15,12,Celta de Vigo,20,15,5,5,5,28,24
Temporada2019,Jornada 15,13,Eibar,19,15,5,4,6,19,23
Temporada2019,Jornada 15,14,Real Sociedad,19,15,5,4,6,18,18
Temporada2019,Jornada 15,15,Valencia,18,15,3,9,3,12,12
Temporada2019,Jornada 15,16,Leganés,17,15,4,5,6,15,19
Temporada2019,Jornada 15,17,Villarreal,14,15,3,5,7,15,19
Temporada2019,Jornada 15,18,Athletic Bilbao,14,15,2,8,5,15,23
Temporada2019,Jornada 15,19,Rayo Vallecano,10,15,2,4,9,15,30
Temporada2019,Jornada 15,20,Huesca,7,15,1,4,10,12,30
Temporada2019,Jornada 16,1,Barcelona,34,16,10,4,2,46,19
Temporada2019,Jornada 16,2,Sevilla,31,16,9,4,3,29,16
Temporada2019,Jornada 16,3,Atlético Madrid,31,16,8,7,1,24,12
Temporada2019,Jornada 16,4,Real Madrid,29,16,9,2,5,24,19
Temporada2019,Jornada 16,5,Real Betis,25,16,7,4,5,19,18
Temporada2019,Jornada 16,6,Alavés,25,16,7,4,5,18,17
Temporada2019,Jornada 16,7,Getafe,24,16,6,6,4,17,12
Temporada2019,Jornada 16,8,Levante,22,16,6,4,6,27,30
Temporada2019,Jornada 16,9,Girona,21,16,5,6,5,17,19
Temporada2019,Jornada 16,10,Celta de Vigo,21,16,5,6,5,28,24
Temporada2019,Jornada 16,11,Espanyol,21,16,6,3,7,18,23
Temporada2019,Jornada 16,12,Real Valladolid,20,16,5,5,6,15,18
Temporada2019,Jornada 16,13,Eibar,20,16,5,5,6,20,24
Temporada2019,Jornada 16,14,Valencia,19,16,3,10,3,13,13
Temporada2019,Jornada 16,15,Real Sociedad,19,16,5,4,7,18,19
Temporada2019,Jornada 16,16,Leganés,18,16,4,6,6,15,19
Temporada2019,Jornada 16,17,Villarreal,15,16,3,6,7,17,21
Temporada2019,Jornada 16,18,Athletic Bilbao,15,16,2,9,5,15,23
Temporada2019,Jornada 16,19,Rayo Vallecano,10,16,2,4,10,15,31
Temporada2019,Jornada 16,20,Huesca,8,16,1,5,10,14,32
Temporada2019,Jornada 17,1,Barcelona,37,17,11,4,2,48,19
Temporada2019,Jornada 17,2,Atlético Madrid,34,17,9,7,1,25,12
Temporada2019,Jornada 17,3,Sevilla,32,17,9,5,3,30,17
Temporada2019,Jornada 17,4,Real Madrid,30,17,9,3,5,26,21
Temporada2019,Jornada 17,5,Alavés,28,17,8,4,5,19,17
Temporada2019,Jornada 17,6,Real Betis,26,17,7,5,5,20,19
Temporada2019,Jornada 17,7,Getafe,25,17,6,7,4,18,13
Temporada2019,Jornada 17,8,Valencia,22,17,4,10,3,15,14
Temporada2019,Jornada 17,9,Levante,22,17,6,4,7,28,32
Temporada2019,Jornada 17,10,Girona,22,17,5,7,5,18,20
Temporada2019,Jornada 17,11,Espanyol,21,17,6,3,8,18,24
Temporada2019,Jornada 17,12,Real Valladolid,21,17,5,6,6,16,19
Temporada2019,Jornada 17,13,Eibar,21,17,5,6,6,21,25
Temporada2019,Jornada 17,14,Celta de Vigo,21,17,5,6,6,28,26
Temporada2019,Jornada 17,15,Real Sociedad,19,17,5,4,8,18,20
Temporada2019,Jornada 17,16,Leganés,19,17,4,7,6,16,20
Temporada2019,Jornada 17,17,Villarreal,16,17,3,7,7,19,23
Temporada2019,Jornada 17,18,Athletic Bilbao,16,17,2,10,5,16,24
Temporada2019,Jornada 17,19,Rayo Vallecano,13,17,3,4,10,17,32
Temporada2019,Jornada 17,20,Huesca,8,17,1,5,11,15,34
Temporada2019,Jornada 18,1,Barcelona,40,18,12,4,2,50,20
Temporada2019,Jornada 18,2,Atlético Madrid,35,18,9,8,1,26,13
Temporada2019,Jornada 18,3,Sevilla,33,18,9,6,3,31,18
Temporada2019,Jornada 18,4,Alavés,31,18,9,4,5,21,18
Temporada2019,Jornada 18,5,Real Madrid,30,18,9,3,6,26,23
Temporada2019,Jornada 18,6,Real Betis,26,18,7,5,6,21,21
Temporada2019,Jornada 18,7,Getafe,25,18,6,7,5,19,15
Temporada2019,Jornada 18,8,Espanyol,24,18,7,3,8,19,24
Temporada2019,Jornada 18,9,Levante,23,18,6,5,7,30,34
Temporada2019,Jornada 18,10,Girona,23,18,5,8,5,20,22
Temporada2019,Jornada 18,11,Eibar,22,18,5,7,6,21,25
Temporada2019,Jornada 18,12,Valencia,22,18,4,10,4,16,16
Temporada2019,Jornada 18,13,Real Sociedad,22,18,6,4,8,20,20
Temporada2019,Jornada 18,14,Real Valladolid,21,18,5,6,7,16,20
Temporada2019,Jornada 18,15,Celta de Vigo,21,18,5,6,7,29,28
Temporada2019,Jornada 18,16,Athletic Bilbao,19,18,3,10,5,18,25
Temporada2019,Jornada 18,17,Leganés,19,18,4,7,7,16,21
Temporada2019,Jornada 18,18,Villarreal,17,18,3,8,7,19,23
Temporada2019,Jornada 18,19,Rayo Vallecano,16,18,4,4,10,18,32
Temporada2019,Jornada 18,20,Huesca,11,18,2,5,11,17,35
Temporada2019,Jornada 19,1,Barcelona,43,19,13,4,2,53,20
Temporada2019,Jornada 19,2,Atlético Madrid,38,19,10,8,1,27,13
Temporada2019,Jornada 19,3,Sevilla,33,19,9,6,4,31,20
Temporada2019,Jornada 19,4,Real Madrid,33,19,10,3,6,28,24
Temporada2019,Jornada 19,5,Alavés,32,19,9,5,5,22,19
