Liga,Temporada,Jornada,Equipo,Cambios realizados defensa partido,Cambio jugador lesion partido,Titulares cambiados respecto jornada anterior,PUNTOS Y,CUT 1 ,CUT 2
Bundesliga,Temporada2019,Jornada 2,Hertha BSC,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 2,B. Dortmund,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 2,Monchengladbach,1,0,0,"-0,1380079","0,0279334","0,6405451"
Bundesliga,Temporada2019,Jornada 2,FC Augsburg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 2,Werder Bremen,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 2,Mainz 05,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 2,Eintracht,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 2,Hoffenheim,2,0,1,"-0,2409583","0,1308838","0,7434955"
Bundesliga,Temporada2019,Jornada 2,Hannover 96,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 2,Fortuna,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 2,Nürnberg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 2,RB Leipzig,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 2,Schalke 04,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 2,B. Leverkusen,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 2,SC Freiburg,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 2,Stuttgart,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 3,Bayern München,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 3,B. Dortmund,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 3,Wolfsburg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 3,Monchengladbach,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 3,Hertha BSC,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 3,Mainz 05,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 3,Werder Bremen,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 3,FC Augsburg,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 3,Fortuna,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 3,RB Leipzig,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 3,Hoffenheim,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 3,Eintracht,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 3,Hannover 96,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 3,Nürnberg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 3,SC Freiburg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 3,Stuttgart,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 3,Schalke 04,1,0,4,"0,0022221","-0,1122966","0,5003151"
Bundesliga,Temporada2019,Jornada 3,B. Leverkusen,1,0,4,"0,0022221","-0,1122966","0,5003151"
Bundesliga,Temporada2019,Jornada 4,Bayern München,0,0,5,"0,1752875","-0,285362","0,3272497"
Bundesliga,Temporada2019,Jornada 4,Hertha BSC,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 4,B. Dortmund,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 4,Werder Bremen,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 4,Wolfsburg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 4,Monchengladbach,2,0,0,"-0,2760158","0,1659413","0,778553"
Bundesliga,Temporada2019,Jornada 4,Mainz 05,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 4,Nürnberg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 4,Fortuna,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 4,RB Leipzig,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 4,FC Augsburg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 4,Hoffenheim,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 4,Eintracht,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 4,SC Freiburg,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 4,B. Leverkusen,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 4,Hannover 96,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 4,Stuttgart,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 4,Schalke 04,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 5,Bayern München,0,0,5,"0,1752875","-0,285362","0,3272497"
Bundesliga,Temporada2019,Jornada 5,B. Dortmund,0,0,5,"0,1752875","-0,285362","0,3272497"
Bundesliga,Temporada2019,Jornada 5,Werder Bremen,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 5,Monchengladbach,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 5,Hertha BSC,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 5,Wolfsburg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 5,Mainz 05,1,0,4,"0,0022221","-0,1122966","0,5003151"
Bundesliga,Temporada2019,Jornada 5,RB Leipzig,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 5,Hoffenheim,0,0,5,"0,1752875","-0,285362","0,3272497"
Bundesliga,Temporada2019,Jornada 5,SC Freiburg,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 5,B. Leverkusen,2,0,3,"-0,1708433","0,0607688","0,6733805"
Bundesliga,Temporada2019,Jornada 5,FC Augsburg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 5,Fortuna,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 5,Nürnberg,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 5,Eintracht,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 5,Hannover 96,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 5,Stuttgart,1,0,4,"0,0022221","-0,1122966","0,5003151"
Bundesliga,Temporada2019,Jornada 5,Schalke 04,0,0,6,"0,210345","-0,3204195","0,2921922"
Bundesliga,Temporada2019,Jornada 6,B. Dortmund,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 6,Bayern München,0,0,6,"0,210345","-0,3204195","0,2921922"
Bundesliga,Temporada2019,Jornada 6,Hertha BSC,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 6,Monchengladbach,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 6,Werder Bremen,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 6,RB Leipzig,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 6,Wolfsburg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 6,FC Augsburg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 6,Mainz 05,0,0,5,"0,1752875","-0,285362","0,3272497"
Bundesliga,Temporada2019,Jornada 6,Nürnberg,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 6,Eintracht,0,0,5,"0,1752875","-0,285362","0,3272497"
Bundesliga,Temporada2019,Jornada 6,Hoffenheim,0,0,6,"0,210345","-0,3204195","0,2921922"
Bundesliga,Temporada2019,Jornada 6,SC Freiburg,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 6,B. Leverkusen,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 6,Fortuna,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 6,Stuttgart,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 6,Schalke 04,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 6,Hannover 96,1,0,4,"0,0022221","-0,1122966","0,5003151"
Bundesliga,Temporada2019,Jornada 7,B. Dortmund,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 7,RB Leipzig,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 7,Monchengladbach,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 7,Werder Bremen,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 7,Hertha BSC,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 7,Bayern München,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 7,Eintracht,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 7,Mainz 05,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 7,Wolfsburg,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 7,FC Augsburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 7,SC Freiburg,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 7,Nürnberg,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 7,Hoffenheim,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 7,B. Leverkusen,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 7,Schalke 04,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 7,Hannover 96,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 7,Fortuna,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 7,Stuttgart,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 8,B. Dortmund,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 8,Monchengladbach,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 8,Werder Bremen,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 8,Bayern München,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 8,RB Leipzig,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 8,Hertha BSC,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 8,Eintracht,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 8,Hoffenheim,1,0,6,"0,0723371","-0,1824116","0,4302001"
Bundesliga,Temporada2019,Jornada 8,FC Augsburg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 8,Wolfsburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 8,SC Freiburg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 8,Mainz 05,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 8,B. Leverkusen,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 8,Nürnberg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 8,Hannover 96,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 8,Schalke 04,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 8,Stuttgart,1,0,4,"0,0022221","-0,1122966","0,5003151"
Bundesliga,Temporada2019,Jornada 8,Fortuna,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 9,B. Dortmund,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 9,Bayern München,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 9,Monchengladbach,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 9,Werder Bremen,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 9,RB Leipzig,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 9,Hertha BSC,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 9,Eintracht,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 9,Hoffenheim,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 9,FC Augsburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 9,Wolfsburg,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 9,SC Freiburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 9,B. Leverkusen,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 9,Mainz 05,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 9,Nürnberg,0,0,5,"0,1752875","-0,285362","0,3272497"
Bundesliga,Temporada2019,Jornada 9,Schalke 04,1,0,5,"0,0372796","-0,1473541","0,4652576"
Bundesliga,Temporada2019,Jornada 9,Hannover 96,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 9,Fortuna,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 9,Stuttgart,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 10,B. Dortmund,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 10,Monchengladbach,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 10,Bayern München,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 10,RB Leipzig,1,0,5,"0,0372796","-0,1473541","0,4652576"
Bundesliga,Temporada2019,Jornada 10,Eintracht,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 10,Werder Bremen,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 10,Hoffenheim,1,0,5,"0,0372796","-0,1473541","0,4652576"
Bundesliga,Temporada2019,Jornada 10,Hertha BSC,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 10,FC Augsburg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 10,SC Freiburg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 10,Wolfsburg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 10,Mainz 05,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 10,B. Leverkusen,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 10,Schalke 04,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 10,Nürnberg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 10,Hannover 96,1,0,4,"0,0022221","-0,1122966","0,5003151"
Bundesliga,Temporada2019,Jornada 10,Fortuna,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 10,Stuttgart,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 11,B. Dortmund,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 11,Monchengladbach,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 11,RB Leipzig,0,0,5,"0,1752875","-0,285362","0,3272497"
Bundesliga,Temporada2019,Jornada 11,Eintracht,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 11,Bayern München,1,0,5,"0,0372796","-0,1473541","0,4652576"
Bundesliga,Temporada2019,Jornada 11,Hoffenheim,1,0,5,"0,0372796","-0,1473541","0,4652576"
Bundesliga,Temporada2019,Jornada 11,Werder Bremen,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 11,Hertha BSC,1,1,2,"-0,2888496","0,1787751","0,7913868"
Bundesliga,Temporada2019,Jornada 11,Mainz 05,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 11,FC Augsburg,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 11,SC Freiburg,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 11,Wolfsburg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 11,B. Leverkusen,2,0,1,"-0,2409583","0,1308838","0,7434955"
Bundesliga,Temporada2019,Jornada 11,Schalke 04,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 11,Nürnberg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 11,Hannover 96,0,0,5,"0,1752875","-0,285362","0,3272497"
Bundesliga,Temporada2019,Jornada 11,Fortuna,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 11,Stuttgart,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 12,B. Dortmund,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 12,Monchengladbach,1,0,0,"-0,1380079","0,0279334","0,6405451"
Bundesliga,Temporada2019,Jornada 12,Eintracht,1,1,0,"-0,3589646","0,2488901","0,8615018"
Bundesliga,Temporada2019,Jornada 12,RB Leipzig,2,0,3,"-0,1708433","0,0607688","0,6733805"
Bundesliga,Temporada2019,Jornada 12,Bayern München,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 12,Hoffenheim,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 12,Werder Bremen,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 12,Hertha BSC,0,0,5,"0,1752875","-0,285362","0,3272497"
Bundesliga,Temporada2019,Jornada 12,Wolfsburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 12,Mainz 05,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 12,SC Freiburg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 12,B. Leverkusen,2,0,2,"-0,2059008","0,0958263","0,708438"
Bundesliga,Temporada2019,Jornada 12,FC Augsburg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 12,Schalke 04,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 12,Nürnberg,0,1,4,"-0,0807267","-0,0293478","0,5832639"
Bundesliga,Temporada2019,Jornada 12,Hannover 96,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 12,Fortuna,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 12,Stuttgart,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 13,B. Dortmund,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 13,Monchengladbach,2,0,2,"-0,2059008","0,0958263","0,708438"
Bundesliga,Temporada2019,Jornada 13,RB Leipzig,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 13,Bayern München,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 13,Eintracht,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 13,Hoffenheim,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 13,Hertha BSC,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 13,Wolfsburg,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 13,Werder Bremen,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 13,Mainz 05,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 13,B. Leverkusen,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 13,Schalke 04,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 13,SC Freiburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 13,FC Augsburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 13,Nürnberg,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 13,Stuttgart,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 13,Hannover 96,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 13,Fortuna,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 14,B. Dortmund,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 14,Monchengladbach,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 14,Bayern München,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 14,RB Leipzig,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 14,Eintracht,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 14,Hertha BSC,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 14,Hoffenheim,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 14,Werder Bremen,0,0,5,"0,1752875","-0,285362","0,3272497"
Bundesliga,Temporada2019,Jornada 14,Wolfsburg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 14,Mainz 05,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 14,B. Leverkusen,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 14,SC Freiburg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 14,Schalke 04,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 14,FC Augsburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 14,Nürnberg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 14,Stuttgart,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 14,Hannover 96,0,0,7,"0,2454025","-0,355477","0,2571347"
Bundesliga,Temporada2019,Jornada 14,Fortuna,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 15,B. Dortmund,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 15,Monchengladbach,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 15,Bayern München,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 15,RB Leipzig,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 15,Eintracht,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 15,Hoffenheim,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 15,Hertha BSC,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 15,Wolfsburg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 15,Werder Bremen,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 15,Mainz 05,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 15,B. Leverkusen,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 15,SC Freiburg,1,0,0,"-0,1380079","0,0279334","0,6405451"
Bundesliga,Temporada2019,Jornada 15,Schalke 04,0,0,5,"0,1752875","-0,285362","0,3272497"
Bundesliga,Temporada2019,Jornada 15,FC Augsburg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 15,Stuttgart,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 15,Fortuna,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 15,Nürnberg,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 15,Hannover 96,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 16,B. Dortmund,1,0,4,"0,0022221","-0,1122966","0,5003151"
