Liga,Temporada,Jornada,Equipo,Cambios realizados delantero partido,Media minuto cambio partido,Cambio amarilla jornada anterior,Y LAMBDA,EXP LAMBDA
Premier League,Temporada2019,Jornada 34,Brighton Hove A.,1,60,0,"0,0549363","1,0564733152"
Premier League,Temporada2019,Jornada 34,Cardiff City,2,77,0,"0,3376313","1,4016236295"
Premier League,Temporada2019,Jornada 34,Fulham,1,79,0,"0,2890752","1,3351921312"
Premier League,Temporada2019,Jornada 34,Huddersfield,0,81,0,"0,2405191","1,2719092271"
Premier League,Temporada2019,Jornada 35,Man. City,1,63,0,"0,0919056","1,0962613301"
Premier League,Temporada2019,Jornada 35,Liverpool,0,78,0,"0,2035498","1,2257461983"
Premier League,Temporada2019,Jornada 35,Tottenham,0,69,0,"0,0926419","1,0970688046"
Premier League,Temporada2019,Jornada 35,Chelsea,2,54,0,"0,0542","1,0556957202"
Premier League,Temporada2019,Jornada 35,Arsenal,0,53,0,"-0,1045277","0,9007498463"
Premier League,Temporada2019,Jornada 35,Man. Utd,1,56,1,"0,0921898","1,0965729319"
Premier League,Temporada2019,Jornada 35,Wolves,0,74,0,"0,1542574","1,1667911802"
Premier League,Temporada2019,Jornada 35,Watford,2,82,0,"0,3992468","1,4907014783"
Premier League,Temporada2019,Jornada 35,Everton,1,70,0,"0,1781673","1,1950252322"
Premier League,Temporada2019,Jornada 35,Leicester,1,80,0,"0,3013983","1,3517476354"
Premier League,Temporada2019,Jornada 35,West Ham,1,79,0,"0,2890752","1,3351921312"
Premier League,Temporada2019,Jornada 35,Crystal Palace,1,79,0,"0,2890752","1,3351921312"
Premier League,Temporada2019,Jornada 35,Newcastle,0,70,0,"0,104965","1,1106717362"
Premier League,Temporada2019,Jornada 35,AFC Bournemouth,2,53,0,"0,0418769","1,0427661063"
Premier League,Temporada2019,Jornada 35,Burnley,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2019,Jornada 35,Southampton,2,56,0,"0,0788462","1,0820378918"
Premier League,Temporada2019,Jornada 35,Brighton Hove A.,0,40,1,"-0,1781821","0,8367900301"
Premier League,Temporada2019,Jornada 35,Cardiff City,2,76,1,"0,4118541","1,5096141676"
Premier League,Temporada2019,Jornada 35,Fulham,1,84,0,"0,3506907","1,4200480371"
Premier League,Temporada2019,Jornada 35,Huddersfield,1,62,0,"0,0795825","1,0828348897"
Premier League,Temporada2019,Jornada 36,Man. City,3,79,0,"0,4354798","1,5457045101"
Premier League,Temporada2019,Jornada 36,Liverpool,1,78,0,"0,2767521","1,3188393902"
Premier League,Temporada2019,Jornada 36,Tottenham,1,76,1,"0,3386518","1,4030547165"
Premier League,Temporada2019,Jornada 36,Chelsea,1,75,0,"0,2397828","1,270973065"
Premier League,Temporada2019,Jornada 36,Arsenal,2,66,1,"0,2886231","1,3345886273"
Premier League,Temporada2019,Jornada 36,Man. Utd,1,72,0,"0,2028135","1,2248440135"
Premier League,Temporada2019,Jornada 36,Wolves,2,91,0,"0,5101547","1,6655488354"
Premier League,Temporada2019,Jornada 36,Leicester,0,70,0,"0,104965","1,1106717362"
Premier League,Temporada2019,Jornada 36,Everton,2,81,0,"0,3869237","1,4724441395"
Premier League,Temporada2019,Jornada 36,Watford,0,78,0,"0,2035498","1,2257461983"
Premier League,Temporada2019,Jornada 36,West Ham,1,80,0,"0,3013983","1,3517476354"
Premier League,Temporada2019,Jornada 36,Crystal Palace,0,72,0,"0,1296112","1,1383856929"
Premier League,Temporada2019,Jornada 36,Newcastle,1,62,0,"0,0795825","1,0828348897"
Premier League,Temporada2019,Jornada 36,AFC Bournemouth,0,49,0,"-0,1538201","0,8574262581"
Premier League,Temporada2019,Jornada 36,Burnley,1,74,0,"0,2274597","1,2554068458"
Premier League,Temporada2019,Jornada 36,Southampton,2,71,0,"0,2636927","1,3017281138"
Premier League,Temporada2019,Jornada 36,Brighton Hove A.,2,53,0,"0,0418769","1,0427661063"
Premier League,Temporada2019,Jornada 36,Cardiff City,1,73,0,"0,2151366","1,2400312737"
Premier League,Temporada2019,Jornada 36,Fulham,1,67,0,"0,141198","1,1516526526"
Premier League,Temporada2019,Jornada 36,Huddersfield,1,77,0,"0,264429","1,3026869291"
Premier League,Temporada2019,Jornada 37,Man. City,1,77,0,"0,264429","1,3026869291"
Premier League,Temporada2019,Jornada 37,Liverpool,1,74,0,"0,2274597","1,2554068458"
Premier League,Temporada2019,Jornada 37,Chelsea,1,59,0,"0,0426132","1,0435341778"
Premier League,Temporada2019,Jornada 37,Tottenham,0,58,0,"-0,0429122","0,9579954984"
Premier League,Temporada2019,Jornada 37,Arsenal,0,77,0,"0,1912267","1,2107338943"
Premier League,Temporada2019,Jornada 37,Man. Utd,1,63,0,"0,0919056","1,0962613301"
Premier League,Temporada2019,Jornada 37,Wolves,0,93,0,"0,3883963","1,4746140581"
Premier League,Temporada2019,Jornada 37,Everton,2,70,0,"0,2513696","1,2857852227"
Premier League,Temporada2019,Jornada 37,Leicester,0,80,0,"0,228196","1,2563315423"
Premier League,Temporada2019,Jornada 37,Watford,2,77,1,"0,4241772","1,5283323903"
Premier League,Temporada2019,Jornada 37,West Ham,1,76,1,"0,3386518","1,4030547165"
Premier League,Temporada2019,Jornada 37,Crystal Palace,3,78,0,"0,4231567","1,5267735226"
Premier League,Temporada2019,Jornada 37,AFC Bournemouth,0,77,1,"0,2777726","1,3201859528"
Premier League,Temporada2019,Jornada 37,Newcastle,0,90,0,"0,351427","1,4210940035"
Premier League,Temporada2019,Jornada 37,Burnley,2,73,0,"0,2883389","1,3342093911"
Premier League,Temporada2019,Jornada 37,Southampton,1,62,0,"0,0795825","1,0828348897"
Premier League,Temporada2019,Jornada 37,Brighton Hove A.,2,72,0,"0,2760158","1,3178686862"
Premier League,Temporada2019,Jornada 37,Cardiff City,2,50,0,"0,0049076","1,004919662"
Premier League,Temporada2019,Jornada 37,Fulham,0,85,0,"0,2898115","1,3361755952"
Premier League,Temporada2019,Jornada 37,Huddersfield,0,68,0,"0,0803188","1,0836324746"
Premier League,Temporada2019,Jornada 38,Man. City,0,84,0,"0,2774884","1,3198108092"
Premier League,Temporada2019,Jornada 38,Liverpool,1,78,0,"0,2767521","1,3188393902"
Premier League,Temporada2019,Jornada 38,Chelsea,2,76,0,"0,3253082","1,38445727"
Premier League,Temporada2019,Jornada 38,Tottenham,2,66,0,"0,2020772","1,2239424928"
Premier League,Temporada2019,Jornada 38,Arsenal,0,48,1,"-0,0795973","0,9234881602"
Premier League,Temporada2019,Jornada 38,Man. Utd,0,64,0,"0,0310264","1,0315127355"
Premier League,Temporada2019,Jornada 38,Wolves,0,82,0,"0,2528422","1,2876800649"
Premier League,Temporada2019,Jornada 38,Everton,1,65,0,"0,1165518","1,1236157123"
Premier League,Temporada2019,Jornada 38,Leicester,0,75,0,"0,1665805","1,1812586234"
Premier League,Temporada2019,Jornada 38,West Ham,0,57,0,"-0,0552353","0,9462624662"
Premier League,Temporada2019,Jornada 38,Watford,1,68,0,"0,1535211","1,165932388"
Premier League,Temporada2019,Jornada 38,Crystal Palace,3,89,0,"0,5587108","1,7484169875"
Premier League,Temporada2019,Jornada 38,Newcastle,0,72,0,"0,1296112","1,1383856929"
Premier League,Temporada2019,Jornada 38,AFC Bournemouth,0,76,0,"0,1789036","1,1959054533"
Premier League,Temporada2019,Jornada 38,Burnley,1,74,0,"0,2274597","1,2554068458"
Premier League,Temporada2019,Jornada 38,Southampton,2,68,0,"0,2267234","1,25448283"
Premier League,Temporada2019,Jornada 38,Brighton Hove A.,2,72,0,"0,2760158","1,3178686862"
Premier League,Temporada2019,Jornada 38,Cardiff City,1,70,0,"0,1781673","1,1950252322"
Premier League,Temporada2019,Jornada 38,Fulham,1,73,0,"0,2151366","1,2400312737"
Premier League,Temporada2019,Jornada 38,Huddersfield,0,76,0,"0,1789036","1,1959054533"
Premier League,Temporada2018,Jornada 1,Man. Utd,1,81,0,"0,3137214","1,368508417"
Premier League,Temporada2018,Jornada 1,Huddersfield,1,71,0,"0,1904904","1,2098427591"
Premier League,Temporada2018,Jornada 1,Man. City,2,76,0,"0,3253082","1,38445727"
Premier League,Temporada2018,Jornada 1,Tottenham,0,76,0,"0,1789036","1,1959054533"
Premier League,Temporada2018,Jornada 1,Arsenal,1,69,0,"0,1658442","1,1803891828"
Premier League,Temporada2018,Jornada 1,Burnley,1,75,0,"0,2397828","1,270973065"
Premier League,Temporada2018,Jornada 1,Everton,0,61,0,"-0,0059429","0,9940747241"
Premier League,Temporada2018,Jornada 1,West Bromwich A.,1,77,0,"0,264429","1,3026869291"
Premier League,Temporada2018,Jornada 1,Liverpool,2,85,0,"0,4362161","1,5468430314"
Premier League,Temporada2018,Jornada 1,Watford,1,43,0,"-0,1545564","0,8567951675"
Premier League,Temporada2018,Jornada 1,Southampton,1,76,0,"0,2521059","1,286732295"
Premier League,Temporada2018,Jornada 1,Swansea City,1,81,0,"0,3137214","1,368508417"
Premier League,Temporada2018,Jornada 1,Leicester,1,80,0,"0,3013983","1,3517476354"
Premier League,Temporada2018,Jornada 1,Chelsea,0,38,0,"-0,2893742","0,7487319775"
Premier League,Temporada2018,Jornada 1,AFC Bournemouth,1,63,0,"0,0919056","1,0962613301"
Premier League,Temporada2018,Jornada 1,Stoke City,1,72,0,"0,2028135","1,2248440135"
Premier League,Temporada2018,Jornada 1,Brighton Hove A.,2,54,0,"0,0542","1,0556957202"
Premier League,Temporada2018,Jornada 1,Newcastle,1,39,0,"-0,2038488","0,8155856784"
Premier League,Temporada2018,Jornada 1,Crystal Palace,0,62,0,"0,0063802","1,0064005968"
Premier League,Temporada2018,Jornada 1,West Ham,0,67,0,"0,0679957","1,0703607059"
Premier League,Temporada2018,Jornada 2,Man. Utd,1,78,0,"0,2767521","1,3188393902"
Premier League,Temporada2018,Jornada 2,Huddersfield,3,77,1,"0,4973795","1,6444064526"
Premier League,Temporada2018,Jornada 2,West Bromwich A.,1,74,1,"0,3140056","1,3688974024"
Premier League,Temporada2018,Jornada 2,Watford,1,84,0,"0,3506907","1,4200480371"
Premier League,Temporada2018,Jornada 2,Man. City,2,60,0,"0,1281386","1,1367105399"
Premier League,Temporada2018,Jornada 2,Liverpool,1,74,1,"0,3140056","1,3688974024"
Premier League,Temporada2018,Jornada 2,Southampton,1,76,0,"0,2521059","1,286732295"
Premier League,Temporada2018,Jornada 2,Everton,1,70,0,"0,1781673","1,1950252322"
Premier League,Temporada2018,Jornada 2,Leicester,2,83,0,"0,4115699","1,5091851962"
Premier League,Temporada2018,Jornada 2,Tottenham,0,79,0,"0,2158729","1,2409446449"
Premier League,Temporada2018,Jornada 2,Arsenal,1,74,0,"0,2274597","1,2554068458"
Premier League,Temporada2018,Jornada 2,Chelsea,2,78,0,"0,3499544","1,4190028406"
Premier League,Temporada2018,Jornada 2,Burnley,1,78,0,"0,2767521","1,3188393902"
Premier League,Temporada2018,Jornada 2,Stoke City,2,61,0,"0,1404617","1,1508050029"
Premier League,Temporada2018,Jornada 2,Swansea City,1,72,0,"0,2028135","1,2248440135"
Premier League,Temporada2018,Jornada 2,AFC Bournemouth,1,66,0,"0,1288749","1,137547808"
Premier League,Temporada2018,Jornada 2,Newcastle,2,69,0,"0,2390465","1,270037592"
Premier League,Temporada2018,Jornada 2,Brighton Hove A.,1,64,0,"0,1042287","1,1098542496"
Premier League,Temporada2018,Jornada 2,Crystal Palace,0,79,0,"0,2158729","1,2409446449"
Premier League,Temporada2018,Jornada 2,West Ham,0,72,0,"0,1296112","1,1383856929"
Premier League,Temporada2018,Jornada 3,Man. Utd,1,72,0,"0,2028135","1,2248440135"
Premier League,Temporada2018,Jornada 3,Liverpool,2,79,0,"0,3622775","1,4365975425"
Premier League,Temporada2018,Jornada 3,Huddersfield,2,68,0,"0,2267234","1,25448283"
Premier League,Temporada2018,Jornada 3,Man. City,2,79,0,"0,3622775","1,4365975425"
Premier League,Temporada2018,Jornada 3,West Bromwich A.,1,78,0,"0,2767521","1,3188393902"
Premier League,Temporada2018,Jornada 3,Chelsea,2,81,0,"0,3869237","1,4724441395"
Premier League,Temporada2018,Jornada 3,Watford,1,56,0,"0,0056439","1,0056598568"
Premier League,Temporada2018,Jornada 3,Southampton,2,69,0,"0,2390465","1,270037592"
Premier League,Temporada2018,Jornada 3,Tottenham,1,82,0,"0,3260445","1,3854770212"
Premier League,Temporada2018,Jornada 3,Burnley,2,65,0,"0,1897541","1,2089522797"
Premier League,Temporada2018,Jornada 3,Stoke City,1,66,0,"0,1288749","1,137547808"
Premier League,Temporada2018,Jornada 3,Everton,0,63,0,"0,0187033","1,0188793023"
Premier League,Temporada2018,Jornada 3,Swansea City,1,78,0,"0,2767521","1,3188393902"
Premier League,Temporada2018,Jornada 3,Newcastle,1,80,0,"0,3013983","1,3517476354"
Premier League,Temporada2018,Jornada 3,Leicester,2,65,0,"0,1897541","1,2089522797"
Premier League,Temporada2018,Jornada 3,Arsenal,0,56,0,"-0,0675584","0,9346731341"
Premier League,Temporada2018,Jornada 3,Brighton Hove A.,1,72,0,"0,2028135","1,2248440135"
Premier League,Temporada2018,Jornada 3,AFC Bournemouth,1,73,0,"0,2151366","1,2400312737"
Premier League,Temporada2018,Jornada 3,Crystal Palace,0,48,0,"-0,1661432","0,8469249459"
Premier League,Temporada2018,Jornada 3,West Ham,0,62,0,"0,0063802","1,0064005968"
Premier League,Temporada2018,Jornada 4,Man. Utd,1,76,0,"0,2521059","1,286732295"
Premier League,Temporada2018,Jornada 4,Man. City,1,57,1,"0,1045129","1,110169715"
Premier League,Temporada2018,Jornada 4,Chelsea,1,71,0,"0,1904904","1,2098427591"
Premier League,Temporada2018,Jornada 4,Watford,1,69,0,"0,1658442","1,1803891828"
Premier League,Temporada2018,Jornada 4,Tottenham,1,78,0,"0,2767521","1,3188393902"
Premier League,Temporada2018,Jornada 4,Huddersfield,1,74,0,"0,2274597","1,2554068458"
Premier League,Temporada2018,Jornada 4,Burnley,1,61,0,"0,0672594","1,0695728894"
Premier League,Temporada2018,Jornada 4,Liverpool,2,57,0,"0,0911693","1,09545445"
Premier League,Temporada2018,Jornada 4,West Bromwich A.,1,62,0,"0,0795825","1,0828348897"
Premier League,Temporada2018,Jornada 4,Newcastle,2,69,0,"0,2390465","1,270037592"
Premier League,Temporada2018,Jornada 4,Arsenal,2,72,1,"0,3625617","1,4370058815"
Premier League,Temporada2018,Jornada 4,Stoke City,1,61,0,"0,0672594","1,0695728894"
Premier League,Temporada2018,Jornada 4,Southampton,1,62,0,"0,0795825","1,0828348897"
Premier League,Temporada2018,Jornada 4,Brighton Hove A.,1,73,0,"0,2151366","1,2400312737"
Premier League,Temporada2018,Jornada 4,Swansea City,0,78,0,"0,2035498","1,2257461983"
Premier League,Temporada2018,Jornada 4,Everton,0,58,0,"-0,0429122","0,9579954984"
Premier League,Temporada2018,Jornada 4,Leicester,0,57,0,"-0,0552353","0,9462624662"
Premier League,Temporada2018,Jornada 4,West Ham,2,79,1,"0,4488234","1,5664679945"
Premier League,Temporada2018,Jornada 4,AFC Bournemouth,2,52,0,"0,0295538","1,0299948477"
Premier League,Temporada2018,Jornada 4,Crystal Palace,0,73,0,"0,1419343","1,1525009267"
Premier League,Temporada2018,Jornada 5,Man. City,1,70,0,"0,1781673","1,1950252322"
Premier League,Temporada2018,Jornada 5,Man. Utd,1,75,0,"0,2397828","1,270973065"
Premier League,Temporada2018,Jornada 5,Chelsea,3,68,0,"0,2999257","1,3497585168"
Premier League,Temporada2018,Jornada 5,Newcastle,2,78,0,"0,3499544","1,4190028406"
Premier League,Temporada2018,Jornada 5,Tottenham,1,69,0,"0,1658442","1,1803891828"
Premier League,Temporada2018,Jornada 5,Huddersfield,2,82,0,"0,3992468","1,4907014783"
Premier League,Temporada2018,Jornada 5,Burnley,2,78,0,"0,3499544","1,4190028406"
Premier League,Temporada2018,Jornada 5,Liverpool,1,79,0,"0,2890752","1,3351921312"
Premier League,Temporada2018,Jornada 5,Southampton,2,87,0,"0,4608623","1,5854405211"
Premier League,Temporada2018,Jornada 5,West Bromwich A.,0,77,0,"0,1912267","1,2107338943"
Premier League,Temporada2018,Jornada 5,Watford,1,70,0,"0,1781673","1,1950252322"
Premier League,Temporada2018,Jornada 5,Arsenal,3,73,0,"0,3615412","1,435540165"
Premier League,Temporada2018,Jornada 5,Stoke City,1,73,0,"0,2151366","1,2400312737"
Premier League,Temporada2018,Jornada 5,Swansea City,1,72,0,"0,2028135","1,2248440135"
Premier League,Temporada2018,Jornada 5,Leicester,2,72,0,"0,2760158","1,3178686862"
Premier League,Temporada2018,Jornada 5,Brighton Hove A.,1,77,0,"0,264429","1,3026869291"
Premier League,Temporada2018,Jornada 5,West Ham,2,72,0,"0,2760158","1,3178686862"
Premier League,Temporada2018,Jornada 5,Everton,1,75,0,"0,2397828","1,270973065"
Premier League,Temporada2018,Jornada 5,AFC Bournemouth,3,77,0,"0,4108336","1,5080743921"
Premier League,Temporada2018,Jornada 5,Crystal Palace,0,73,0,"0,1419343","1,1525009267"
Premier League,Temporada2018,Jornada 6,Man. City,1,53,0,"-0,0313254","0,969160157"
Premier League,Temporada2018,Jornada 6,Man. Utd,1,75,0,"0,2397828","1,270973065"
Premier League,Temporada2018,Jornada 6,Chelsea,2,67,0,"0,2144003","1,2391185747"
Premier League,Temporada2018,Jornada 6,Tottenham,1,80,0,"0,3013983","1,3517476354"
Premier League,Temporada2018,Jornada 6,Liverpool,1,72,0,"0,2028135","1,2248440135"
Premier League,Temporada2018,Jornada 6,Watford,2,68,0,"0,2267234","1,25448283"
Premier League,Temporada2018,Jornada 6,Arsenal,1,85,0,"0,3630138","1,4376556988"
Premier League,Temporada2018,Jornada 6,Huddersfield,1,77,0,"0,264429","1,3026869291"
Premier League,Temporada2018,Jornada 6,Burnley,0,75,0,"0,1665805","1,1812586234"
Premier League,Temporada2018,Jornada 6,Newcastle,1,74,0,"0,2274597","1,2554068458"
Premier League,Temporada2018,Jornada 6,Southampton,1,80,0,"0,3013983","1,3517476354"
Premier League,Temporada2018,Jornada 6,West Bromwich A.,1,67,0,"0,141198","1,1516526526"
Premier League,Temporada2018,Jornada 6,Brighton Hove A.,1,81,0,"0,3137214","1,368508417"
Premier League,Temporada2018,Jornada 6,Everton,1,62,0,"0,0795825","1,0828348897"
Premier League,Temporada2018,Jornada 6,Swansea City,1,59,0,"0,0426132","1,0435341778"
Premier League,Temporada2018,Jornada 6,Stoke City,1,69,1,"0,2523901","1,2870980363"
Premier League,Temporada2018,Jornada 6,Leicester,2,71,0,"0,2636927","1,3017281138"
Premier League,Temporada2018,Jornada 6,West Ham,1,56,0,"0,0056439","1,0056598568"
Premier League,Temporada2018,Jornada 6,AFC Bournemouth,2,79,0,"0,3622775","1,4365975425"
Premier League,Temporada2018,Jornada 6,Crystal Palace,1,64,0,"0,1042287","1,1098542496"
Premier League,Temporada2018,Jornada 7,Man. City,1,83,1,"0,4249135","1,5294581158"
Premier League,Temporada2018,Jornada 7,Man. Utd,1,72,0,"0,2028135","1,2248440135"
Premier League,Temporada2018,Jornada 7,Tottenham,1,81,0,"0,3137214","1,368508417"
Premier League,Temporada2018,Jornada 7,Chelsea,2,60,0,"0,1281386","1,1367105399"
Premier League,Temporada2018,Jornada 7,Arsenal,2,75,0,"0,3129851","1,3675011551"
Premier League,Temporada2018,Jornada 7,Burnley,0,87,0,"0,3144577","1,3695164208"
Premier League,Temporada2018,Jornada 7,Liverpool,2,77,0,"0,3376313","1,4016236295"
Premier League,Temporada2018,Jornada 7,Watford,1,68,0,"0,1535211","1,165932388"
Premier League,Temporada2018,Jornada 7,Newcastle,2,81,0,"0,3869237","1,4724441395"
Premier League,Temporada2018,Jornada 7,West Bromwich A.,1,64,0,"0,1042287","1,1098542496"
Premier League,Temporada2018,Jornada 7,Huddersfield,0,68,0,"0,0803188","1,0836324746"
Premier League,Temporada2018,Jornada 7,Southampton,0,71,0,"0,1172881","1,1244433352"
Premier League,Temporada2018,Jornada 7,Stoke City,3,83,0,"0,4847722","1,6238050639"
Premier League,Temporada2018,Jornada 7,Brighton Hove A.,2,75,0,"0,3129851","1,3675011551"
Premier League,Temporada2018,Jornada 7,West Ham,1,72,0,"0,2028135","1,2248440135"
Premier League,Temporada2018,Jornada 7,Everton,1,71,0,"0,1904904","1,2098427591"
Premier League,Temporada2018,Jornada 7,Leicester,1,65,0,"0,1165518","1,1236157123"
Premier League,Temporada2018,Jornada 7,Swansea City,1,68,0,"0,1535211","1,165932388"
Premier League,Temporada2018,Jornada 7,AFC Bournemouth,3,80,0,"0,4478029","1,5648702293"
Premier League,Temporada2018,Jornada 7,Crystal Palace,1,70,0,"0,1781673","1,1950252322"
Premier League,Temporada2018,Jornada 8,Man. City,1,67,0,"0,141198","1,1516526526"
Premier League,Temporada2018,Jornada 8,Man. Utd,1,73,0,"0,2151366","1,2400312737"
Premier League,Temporada2018,Jornada 8,Tottenham,2,84,0,"0,423893","1,5278980999"
Premier League,Temporada2018,Jornada 8,Watford,1,69,0,"0,1658442","1,1803891828"
Premier League,Temporada2018,Jornada 8,Chelsea,1,55,0,"-0,0066792","0,9933430563"
Premier League,Temporada2018,Jornada 8,Arsenal,2,72,0,"0,2760158","1,3178686862"
Premier League,Temporada2018,Jornada 8,Burnley,0,57,0,"-0,0552353","0,9462624662"
Premier League,Temporada2018,Jornada 8,Liverpool,2,82,0,"0,3992468","1,4907014783"
Premier League,Temporada2018,Jornada 8,Newcastle,2,71,0,"0,2636927","1,3017281138"
Premier League,Temporada2018,Jornada 8,West Bromwich A.,2,84,0,"0,423893","1,5278980999"
Premier League,Temporada2018,Jornada 8,Southampton,1,69,0,"0,1658442","1,1803891828"
Premier League,Temporada2018,Jornada 8,Huddersfield,0,63,0,"0,0187033","1,0188793023"
Premier League,Temporada2018,Jornada 8,Swansea City,1,78,1,"0,363298","1,4380643386"
Premier League,Temporada2018,Jornada 8,Brighton Hove A.,1,79,0,"0,2890752","1,3351921312"
Premier League,Temporada2018,Jornada 8,West Ham,2,69,0,"0,2390465","1,270037592"
Premier League,Temporada2018,Jornada 8,Everton,1,81,0,"0,3137214","1,368508417"
Premier League,Temporada2018,Jornada 8,Stoke City,1,48,1,"-0,006395","0,9936254045"
Premier League,Temporada2018,Jornada 8,Leicester,1,79,0,"0,2890752","1,3351921312"
Premier League,Temporada2018,Jornada 8,AFC Bournemouth,1,77,0,"0,264429","1,3026869291"
Premier League,Temporada2018,Jornada 8,Crystal Palace,0,83,0,"0,2651653","1,3036464507"
Premier League,Temporada2018,Jornada 9,Man. City,1,78,0,"0,2767521","1,3188393902"
Premier League,Temporada2018,Jornada 9,Man. Utd,1,38,0,"-0,2161719","0,8055968079"
Premier League,Temporada2018,Jornada 9,Tottenham,2,79,0,"0,3622775","1,4365975425"
Premier League,Temporada2018,Jornada 9,Chelsea,2,71,0,"0,2636927","1,3017281138"
Premier League,Temporada2018,Jornada 9,Arsenal,1,79,0,"0,2890752","1,3351921312"
Premier League,Temporada2018,Jornada 9,Watford,1,78,0,"0,2767521","1,3188393902"
Premier League,Temporada2018,Jornada 9,Newcastle,2,67,0,"0,2144003","1,2391185747"
Premier League,Temporada2018,Jornada 9,Burnley,1,58,0,"0,0302901","1,0307535122"
Premier League,Temporada2018,Jornada 9,Liverpool,1,64,0,"0,1042287","1,1098542496"
Premier League,Temporada2018,Jornada 9,Southampton,2,77,0,"0,3376313","1,4016236295"
Premier League,Temporada2018,Jornada 9,Huddersfield,3,66,0,"0,2752795","1,3168986966"
Premier League,Temporada2018,Jornada 9,Brighton Hove A.,2,76,0,"0,3253082","1,38445727"
Premier League,Temporada2018,Jornada 9,West Bromwich A.,1,54,0,"-0,0190023","0,9811771055"
Premier League,Temporada2018,Jornada 9,Leicester,2,78,0,"0,3499544","1,4190028406"
Premier League,Temporada2018,Jornada 9,Swansea City,1,60,1,"0,1414822","1,1519799988"
Premier League,Temporada2018,Jornada 9,West Ham,1,60,0,"0,0549363","1,0564733152"
Premier League,Temporada2018,Jornada 9,Stoke City,1,71,0,"0,1904904","1,2098427591"
Premier League,Temporada2018,Jornada 9,Everton,2,65,0,"0,1897541","1,2089522797"
Premier League,Temporada2018,Jornada 9,AFC Bournemouth,1,76,0,"0,2521059","1,286732295"
Premier League,Temporada2018,Jornada 9,Crystal Palace,1,82,0,"0,3260445","1,3854770212"
Premier League,Temporada2018,Jornada 10,Man. City,2,72,0,"0,2760158","1,3178686862"
Premier League,Temporada2018,Jornada 10,Man. Utd,1,75,0,"0,2397828","1,270973065"
Premier League,Temporada2018,Jornada 10,Tottenham,1,62,0,"0,0795825","1,0828348897"
Premier League,Temporada2018,Jornada 10,Chelsea,3,80,0,"0,4478029","1,5648702293"
Premier League,Temporada2018,Jornada 10,Arsenal,1,80,0,"0,3013983","1,3517476354"
Premier League,Temporada2018,Jornada 10,Liverpool,2,73,0,"0,2883389","1,3342093911"
Premier League,Temporada2018,Jornada 10,Burnley,0,76,0,"0,1789036","1,1959054533"
Premier League,Temporada2018,Jornada 10,Watford,1,69,1,"0,2523901","1,2870980363"
Premier League,Temporada2018,Jornada 10,Newcastle,1,79,0,"0,2890752","1,3351921312"
Premier League,Temporada2018,Jornada 10,Southampton,1,80,0,"0,3013983","1,3517476354"
Premier League,Temporada2018,Jornada 10,Leicester,2,82,0,"0,3992468","1,4907014783"
Premier League,Temporada2018,Jornada 10,Brighton Hove A.,1,85,0,"0,3630138","1,4376556988"
Premier League,Temporada2018,Jornada 10,Huddersfield,1,58,0,"0,0302901","1,0307535122"
Premier League,Temporada2018,Jornada 10,Stoke City,2,83,0,"0,4115699","1,5091851962"
Premier League,Temporada2018,Jornada 10,West Bromwich A.,1,69,0,"0,1658442","1,1803891828"
Premier League,Temporada2018,Jornada 10,West Ham,0,61,0,"-0,0059429","0,9940747241"
Premier League,Temporada2018,Jornada 10,Swansea City,1,83,0,"0,3383676","1,402656025"
Premier League,Temporada2018,Jornada 10,Everton,1,55,0,"-0,0066792","0,9933430563"
Premier League,Temporada2018,Jornada 10,AFC Bournemouth,2,60,0,"0,1281386","1,1367105399"
Premier League,Temporada2018,Jornada 10,Crystal Palace,0,36,0,"-0,3140204","0,7305041257"
Premier League,Temporada2018,Jornada 11,Man. City,3,76,0,"0,3985105","1,4896042788"
Premier League,Temporada2018,Jornada 11,Man. Utd,0,68,0,"0,0803188","1,0836324746"
Premier League,Temporada2018,Jornada 11,Tottenham,1,71,0,"0,1904904","1,2098427591"
Premier League,Temporada2018,Jornada 11,Chelsea,1,77,0,"0,264429","1,3026869291"
Premier League,Temporada2018,Jornada 11,Liverpool,2,83,0,"0,4115699","1,5091851962"
Premier League,Temporada2018,Jornada 11,Arsenal,1,71,0,"0,1904904","1,2098427591"
Premier League,Temporada2018,Jornada 11,Burnley,1,65,0,"0,1165518","1,1236157123"
Premier League,Temporada2018,Jornada 11,Brighton Hove A.,2,76,0,"0,3253082","1,38445727"
Premier League,Temporada2018,Jornada 11,Watford,0,76,1,"0,2654495","1,3040169997"
Premier League,Temporada2018,Jornada 11,Huddersfield,2,67,0,"0,2144003","1,2391185747"
Premier League,Temporada2018,Jornada 11,Newcastle,1,68,0,"0,1535211","1,165932388"
Premier League,Temporada2018,Jornada 11,Leicester,2,68,0,"0,2267234","1,25448283"
Premier League,Temporada2018,Jornada 11,Southampton,2,77,0,"0,3376313","1,4016236295"
Premier League,Temporada2018,Jornada 11,Stoke City,2,77,0,"0,3376313","1,4016236295"
Premier League,Temporada2018,Jornada 11,Everton,1,69,0,"0,1658442","1,1803891828"
Premier League,Temporada2018,Jornada 11,West Bromwich A.,1,59,0,"0,0426132","1,0435341778"
Premier League,Temporada2018,Jornada 11,AFC Bournemouth,1,75,0,"0,2397828","1,270973065"
