Liga,Temporada,Jornada,Equipo,Cambios realizados defensa partido,Cambio jugador lesion partido,Titulares cambiados respecto jornada anterior,PUNTOS Y,CUT1 Y,CUT2 Y
La Liga Santander,Temporada2019,Jornada 29,Sevilla,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2019,Jornada 29,Athletic Bilbao,0,1,4,"-0,325185","-0,0997856","0,6044876"
La Liga Santander,Temporada2019,Jornada 29,Real Betis,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2019,Jornada 29,Real Sociedad,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 29,Eibar,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 29,Leganés,1,0,6,"-0,4615706","0,0366","0,7408732"
La Liga Santander,Temporada2019,Jornada 29,Girona,2,0,3,"-0,7254589","0,3004883","1,0047615"
La Liga Santander,Temporada2019,Jornada 29,Espanyol,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 29,Levante,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 29,Real Valladolid,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2019,Jornada 29,Villarreal,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2019,Jornada 29,Celta de Vigo,1,1,4,"-0,6549674","0,2299968","0,93427"
La Liga Santander,Temporada2019,Jornada 29,Rayo Vallecano,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 29,Huesca,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2019,Jornada 30,Barcelona,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 30,Atlético Madrid,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2019,Jornada 30,Real Madrid,0,0,7,"-0,1537529","-0,2712177","0,4330555"
La Liga Santander,Temporada2019,Jornada 30,Getafe,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2019,Jornada 30,Valencia,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2019,Jornada 30,Sevilla,0,1,6,"-0,3691144","-0,0558562","0,648417"
La Liga Santander,Temporada2019,Jornada 30,Alavés,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 30,Athletic Bilbao,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2019,Jornada 30,Real Sociedad,1,1,5,"-0,6769321","0,2519615","0,9562347"
La Liga Santander,Temporada2019,Jornada 30,Real Betis,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 30,Eibar,0,1,5,"-0,3471497","-0,0778209","0,6264523"
La Liga Santander,Temporada2019,Jornada 30,Leganés,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 30,Espanyol,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 30,Girona,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2019,Jornada 30,Levante,2,0,4,"-0,7474236","0,322453","1,0267262"
La Liga Santander,Temporada2019,Jornada 30,Real Valladolid,1,1,4,"-0,6549674","0,2299968","0,93427"
La Liga Santander,Temporada2019,Jornada 30,Villarreal,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2019,Jornada 30,Celta de Vigo,0,1,1,"-0,2592909","-0,1656797","0,5385935"
La Liga Santander,Temporada2019,Jornada 30,Rayo Vallecano,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2019,Jornada 30,Huesca,0,1,0,"-0,2373262","-0,1876444","0,5166288"
La Liga Santander,Temporada2019,Jornada 31,Barcelona,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 31,Atlético Madrid,2,0,1,"-0,6815295","0,2565589","0,9608321"
La Liga Santander,Temporada2019,Jornada 31,Real Madrid,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2019,Jornada 31,Getafe,2,0,4,"-0,7474236","0,322453","1,0267262"
La Liga Santander,Temporada2019,Jornada 31,Sevilla,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2019,Jornada 31,Valencia,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2019,Jornada 31,Alavés,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 31,Athletic Bilbao,0,1,2,"-0,2812556","-0,143715","0,5605582"
La Liga Santander,Temporada2019,Jornada 31,Real Betis,0,1,3,"-0,3032203","-0,1217503","0,5825229"
La Liga Santander,Temporada2019,Jornada 31,Real Sociedad,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 31,Leganés,1,0,6,"-0,4615706","0,0366","0,7408732"
La Liga Santander,Temporada2019,Jornada 31,Eibar,1,1,5,"-0,6769321","0,2519615","0,9562347"
La Liga Santander,Temporada2019,Jornada 31,Espanyol,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2019,Jornada 31,Girona,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2019,Jornada 31,Levante,1,1,3,"-0,6330027","0,2080321","0,9123053"
La Liga Santander,Temporada2019,Jornada 31,Celta de Vigo,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 31,Real Valladolid,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 31,Villarreal,1,1,1,"-0,5890733","0,1641027","0,8683759"
La Liga Santander,Temporada2019,Jornada 31,Rayo Vallecano,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2019,Jornada 31,Huesca,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 32,Barcelona,0,0,10,"-0,219647","-0,2053236","0,4989496"
La Liga Santander,Temporada2019,Jornada 32,Atlético Madrid,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2019,Jornada 32,Real Madrid,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 32,Sevilla,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 32,Getafe,1,1,3,"-0,6330027","0,2080321","0,9123053"
La Liga Santander,Temporada2019,Jornada 32,Valencia,1,1,5,"-0,6769321","0,2519615","0,9562347"
La Liga Santander,Temporada2019,Jornada 32,Athletic Bilbao,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2019,Jornada 32,Alavés,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 32,Real Betis,2,0,2,"-0,7034942","0,2785236","0,9827968"
La Liga Santander,Temporada2019,Jornada 32,Real Sociedad,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2019,Jornada 32,Leganés,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 32,Espanyol,1,1,1,"-0,5890733","0,1641027","0,8683759"
La Liga Santander,Temporada2019,Jornada 32,Eibar,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2019,Jornada 32,Girona,2,0,5,"-0,7693883","0,3444177","1,0486909"
La Liga Santander,Temporada2019,Jornada 32,Villarreal,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 32,Levante,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2019,Jornada 32,Celta de Vigo,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 32,Real Valladolid,0,1,3,"-0,3032203","-0,1217503","0,5825229"
La Liga Santander,Temporada2019,Jornada 32,Rayo Vallecano,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2019,Jornada 32,Huesca,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 33,Barcelona,0,0,8,"-0,1757176","-0,249253","0,4550202"
La Liga Santander,Temporada2019,Jornada 33,Atlético Madrid,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2019,Jornada 33,Real Madrid,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 33,Getafe,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2019,Jornada 33,Valencia,0,1,1,"-0,2592909","-0,1656797","0,5385935"
La Liga Santander,Temporada2019,Jornada 33,Sevilla,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 33,Athletic Bilbao,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 33,Alavés,0,1,5,"-0,3471497","-0,0778209","0,6264523"
La Liga Santander,Temporada2019,Jornada 33,Real Betis,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2019,Jornada 33,Espanyol,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 33,Real Sociedad,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2019,Jornada 33,Leganés,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2019,Jornada 33,Eibar,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 33,Villarreal,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2019,Jornada 33,Celta de Vigo,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2019,Jornada 33,Levante,2,0,4,"-0,7474236","0,322453","1,0267262"
La Liga Santander,Temporada2019,Jornada 33,Girona,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2019,Jornada 33,Real Valladolid,0,1,3,"-0,3032203","-0,1217503","0,5825229"
La Liga Santander,Temporada2019,Jornada 33,Rayo Vallecano,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 33,Huesca,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2019,Jornada 34,Barcelona,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2019,Jornada 34,Atlético Madrid,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2019,Jornada 34,Real Madrid,0,0,6,"-0,1317882","-0,2931824","0,4110908"
La Liga Santander,Temporada2019,Jornada 34,Getafe,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2019,Jornada 34,Sevilla,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2019,Jornada 34,Valencia,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 34,Athletic Bilbao,1,1,3,"-0,6330027","0,2080321","0,9123053"
La Liga Santander,Temporada2019,Jornada 34,Alavés,1,1,7,"-0,7208615","0,2958909","1,0001641"
La Liga Santander,Temporada2019,Jornada 34,Real Betis,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2019,Jornada 34,Espanyol,1,1,3,"-0,6330027","0,2080321","0,9123053"
La Liga Santander,Temporada2019,Jornada 34,Real Sociedad,2,1,2,"-0,9408204","0,5158498","1,220123"
La Liga Santander,Temporada2019,Jornada 34,Leganés,3,0,5,"-1,0991707","0,6742001","1,3784733"
La Liga Santander,Temporada2019,Jornada 34,Eibar,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2019,Jornada 34,Villarreal,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 34,Levante,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 34,Celta de Vigo,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 34,Real Valladolid,1,1,5,"-0,6769321","0,2519615","0,9562347"
La Liga Santander,Temporada2019,Jornada 34,Girona,2,0,5,"-0,7693883","0,3444177","1,0486909"
La Liga Santander,Temporada2019,Jornada 34,Huesca,0,0,11,"-0,2416117","-0,1833589","0,5209143"
La Liga Santander,Temporada2019,Jornada 34,Rayo Vallecano,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2019,Jornada 35,Barcelona,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 35,Atlético Madrid,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2019,Jornada 35,Real Madrid,0,0,8,"-0,1757176","-0,249253","0,4550202"
La Liga Santander,Temporada2019,Jornada 35,Getafe,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2019,Jornada 35,Sevilla,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2019,Jornada 35,Valencia,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 35,Athletic Bilbao,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2019,Jornada 35,Alavés,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2019,Jornada 35,Real Sociedad,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 35,Espanyol,0,1,4,"-0,325185","-0,0997856","0,6044876"
La Liga Santander,Temporada2019,Jornada 35,Real Betis,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2019,Jornada 35,Eibar,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2019,Jornada 35,Leganés,0,0,7,"-0,1537529","-0,2712177","0,4330555"
La Liga Santander,Temporada2019,Jornada 35,Villarreal,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2019,Jornada 35,Levante,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 35,Celta de Vigo,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 35,Girona,0,1,2,"-0,2812556","-0,143715","0,5605582"
La Liga Santander,Temporada2019,Jornada 35,Real Valladolid,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2019,Jornada 35,Rayo Vallecano,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 35,Huesca,1,1,0,"-0,5671086","0,142138","0,8464112"
La Liga Santander,Temporada2019,Jornada 36,Barcelona,1,1,9,"-0,7647909","0,3398203","1,0440935"
La Liga Santander,Temporada2019,Jornada 36,Atlético Madrid,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2019,Jornada 36,Real Madrid,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 36,Getafe,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2019,Jornada 36,Valencia,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 36,Sevilla,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 36,Athletic Bilbao,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2019,Jornada 36,Real Sociedad,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2019,Jornada 36,Espanyol,1,1,4,"-0,6549674","0,2299968","0,93427"
La Liga Santander,Temporada2019,Jornada 36,Alavés,2,0,0,"-0,6595648","0,2345942","0,9388674"
La Liga Santander,Temporada2019,Jornada 36,Eibar,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2019,Jornada 36,Leganés,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2019,Jornada 36,Real Betis,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2019,Jornada 36,Celta de Vigo,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 36,Villarreal,2,0,3,"-0,7254589","0,3004883","1,0047615"
La Liga Santander,Temporada2019,Jornada 36,Levante,0,1,3,"-0,3032203","-0,1217503","0,5825229"
La Liga Santander,Temporada2019,Jornada 36,Real Valladolid,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2019,Jornada 36,Girona,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2019,Jornada 36,Rayo Vallecano,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2019,Jornada 36,Huesca,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 37,Barcelona,0,1,8,"-0,4130438","-0,0119268","0,6923464"
La Liga Santander,Temporada2019,Jornada 37,Atlético Madrid,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 37,Real Madrid,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 37,Valencia,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2019,Jornada 37,Getafe,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2019,Jornada 37,Sevilla,1,1,4,"-0,6549674","0,2299968","0,93427"
La Liga Santander,Temporada2019,Jornada 37,Athletic Bilbao,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 37,Real Sociedad,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2019,Jornada 37,Espanyol,1,1,1,"-0,5890733","0,1641027","0,8683759"
La Liga Santander,Temporada2019,Jornada 37,Real Betis,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2019,Jornada 37,Alavés,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2019,Jornada 37,Eibar,1,1,1,"-0,5890733","0,1641027","0,8683759"
La Liga Santander,Temporada2019,Jornada 37,Leganés,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2019,Jornada 37,Villarreal,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 37,Levante,2,1,0,"-0,896891","0,4719204","1,1761936"
La Liga Santander,Temporada2019,Jornada 37,Real Valladolid,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2019,Jornada 37,Celta de Vigo,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 37,Girona,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 37,Rayo Vallecano,3,1,4,"-1,3145322","0,8895616","1,5938348"
La Liga Santander,Temporada2019,Jornada 37,Huesca,0,0,6,"-0,1317882","-0,2931824","0,4110908"
La Liga Santander,Temporada2019,Jornada 38,Barcelona,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2019,Jornada 38,Atlético Madrid,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2019,Jornada 38,Real Madrid,0,0,6,"-0,1317882","-0,2931824","0,4110908"
La Liga Santander,Temporada2019,Jornada 38,Valencia,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2019,Jornada 38,Getafe,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 38,Sevilla,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2019,Jornada 38,Espanyol,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2019,Jornada 38,Athletic Bilbao,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2019,Jornada 38,Real Sociedad,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2019,Jornada 38,Real Betis,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2019,Jornada 38,Alavés,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2019,Jornada 38,Eibar,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2019,Jornada 38,Leganés,2,1,5,"-1,0067145","0,5817439","1,2860171"
La Liga Santander,Temporada2019,Jornada 38,Villarreal,0,0,6,"-0,1317882","-0,2931824","0,4110908"
La Liga Santander,Temporada2019,Jornada 38,Levante,2,1,8,"-1,0726086","0,647638","1,3519112"
La Liga Santander,Temporada2019,Jornada 38,Real Valladolid,0,0,9,"-0,1976823","-0,2272883","0,4769849"
La Liga Santander,Temporada2019,Jornada 38,Celta de Vigo,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2019,Jornada 38,Girona,1,1,4,"-0,6549674","0,2299968","0,93427"
La Liga Santander,Temporada2019,Jornada 38,Huesca,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2019,Jornada 38,Rayo Vallecano,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2018,Jornada 1,Real Madrid,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2018,Jornada 1,Barcelona,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2018,Jornada 1,Real Sociedad,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2018,Jornada 1,Eibar,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2018,Jornada 1,Leganés,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2018,Jornada 1,Levante,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2018,Jornada 1,Valencia,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2018,Jornada 1,Atlético Madrid,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2018,Jornada 1,Girona,1,1,0,"-0,5671086","0,142138","0,8464112"
La Liga Santander,Temporada2018,Jornada 1,Espanyol,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2018,Jornada 1,Sevilla,0,1,0,"-0,2373262","-0,1876444","0,5166288"
La Liga Santander,Temporada2018,Jornada 1,Athletic Bilbao,2,1,0,"-0,896891","0,4719204","1,1761936"
La Liga Santander,Temporada2018,Jornada 1,Getafe,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2018,Jornada 1,Real Betis,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2018,Jornada 1,Villarreal,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2018,Jornada 1,Alavés,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2018,Jornada 1,Celta de Vigo,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2018,Jornada 1,Deportivo,0,1,0,"-0,2373262","-0,1876444","0,5166288"
La Liga Santander,Temporada2018,Jornada 1,Las Palmas,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2018,Jornada 1,Málaga,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2018,Jornada 2,Real Sociedad,1,1,1,"-0,5890733","0,1641027","0,8683759"
La Liga Santander,Temporada2018,Jornada 2,Barcelona,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2018,Jornada 2,Leganés,1,1,0,"-0,5671086","0,142138","0,8464112"
La Liga Santander,Temporada2018,Jornada 2,Atlético Madrid,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2018,Jornada 2,Valencia,2,1,4,"-0,9847498","0,5597792","1,2640524"
La Liga Santander,Temporada2018,Jornada 2,Real Madrid,0,1,1,"-0,2592909","-0,1656797","0,5385935"
La Liga Santander,Temporada2018,Jornada 2,Sevilla,1,1,7,"-0,7208615","0,2958909","1,0001641"
La Liga Santander,Temporada2018,Jornada 2,Girona,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2018,Jornada 2,Athletic Bilbao,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2018,Jornada 2,Levante,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2018,Jornada 2,Eibar,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2018,Jornada 2,Real Betis,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2018,Jornada 2,Espanyol,1,1,1,"-0,5890733","0,1641027","0,8683759"
La Liga Santander,Temporada2018,Jornada 2,Getafe,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2018,Jornada 2,Deportivo,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2018,Jornada 2,Villarreal,0,1,4,"-0,325185","-0,0997856","0,6044876"
La Liga Santander,Temporada2018,Jornada 2,Alavés,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2018,Jornada 2,Celta de Vigo,3,0,2,"-1,0332766","0,608306","1,3125792"
La Liga Santander,Temporada2018,Jornada 2,Málaga,1,1,1,"-0,5890733","0,1641027","0,8683759"
La Liga Santander,Temporada2018,Jornada 2,Las Palmas,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2018,Jornada 3,Barcelona,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2018,Jornada 3,Real Sociedad,0,1,2,"-0,2812556","-0,143715","0,5605582"
La Liga Santander,Temporada2018,Jornada 3,Sevilla,2,1,4,"-0,9847498","0,5597792","1,2640524"
La Liga Santander,Temporada2018,Jornada 3,Athletic Bilbao,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2018,Jornada 3,Leganés,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2018,Jornada 3,Atlético Madrid,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2018,Jornada 3,Real Madrid,0,1,5,"-0,3471497","-0,0778209","0,6264523"
La Liga Santander,Temporada2018,Jornada 3,Valencia,1,1,3,"-0,6330027","0,2080321","0,9123053"
La Liga Santander,Temporada2018,Jornada 3,Levante,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2018,Jornada 3,Girona,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2018,Jornada 3,Getafe,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2018,Jornada 3,Villarreal,0,1,3,"-0,3032203","-0,1217503","0,5825229"
La Liga Santander,Temporada2018,Jornada 3,Celta de Vigo,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2018,Jornada 3,Eibar,1,1,3,"-0,6330027","0,2080321","0,9123053"
La Liga Santander,Temporada2018,Jornada 3,Real Betis,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2018,Jornada 3,Las Palmas,0,0,7,"-0,1537529","-0,2712177","0,4330555"
